Clave_de_entidad_federativa,Nombre_de_la_entidad,Clave_de_municipio,Nombre_del_municipio,Clave_de_AGEB,Clave_de_la_manzana,Población_total,Población_masculina,Población_de_0_a_2_años,Población_masculina_de_0_a_2_años,Población_de_3_años_y_más,Población_masculina_de_3_años_y_más,Población_de_5_años_y_más,Población_masculina_de_5_años_y_más,Población_de_12_años_y_más,Población_masculina_de_12_años_y_más,Población_de_15_años_y_más,Población_masculina_de_15_años_y_más,Población_de_18_años_y_más,Población_masculina_de_18_años_y_más,Población_de_3_a_5_años,Población_masculina_de_3_a_5_años,Población_de_6_a_11_años,Población_masculina_de_6_a_11_años,Población_de_8_a_14_años,Población_masculina_de_8_a_14_años,Población_de_12_a_14_años,Población_masculina_de_12_a_14_años,Población_de_15_a_17_años,Población_masculina_de_15_a_17_años,Población_de_18_a_24_años,Población_masculina_de_18_a_24_años,Población_de_60_años_y_más,Población_masculina_de_60_años_y_más,Relación_hombres_mujeres,Población_de_0_a_14_años,Población_de_15_a_64_años,Población_de_65_años_y_más,Total_de_hogares_censales,Hogares_censales_con_persona_de_referencia_hombre,Población_en_hogares_censales,Población_en_hogares_censales_con_persona_de_referencia_hombre
19,Nuevo León,46,San Nicolás de los Garza,860,20,183,91,NaN,NaN,181,90,178,88,171,82,160,75,152,71,3,NaN,7,6,15,10,11,7,8,4,17,11,53,25,98.91,23,136,24,54,33,183,107
19,Nuevo León,46,San Nicolás de los Garza,860,21,171,95,6,NaN,165,93,161,90,146,79,134,74,127,69,7,5,12,9,22,12,12,5,7,5,23,12,30,15,125,37,118,16,39,27,171,113
19,Nuevo León,46,San Nicolás de los Garza,860,22,109,54,NaN,0,108,54,105,51,95,46,92,45,89,42,6,5,7,3,9,4,3,NaN,3,3,9,5,34,15,98.18,17,78,14,34,22,109,69
19,Nuevo León,46,San Nicolás de los Garza,860,23,99,47,3,NaN,96,46,94,44,86,42,82,41,80,40,4,3,6,NaN,10,NaN,4,NaN,NaN,NaN,14,10,25,12,90.38,17,73,9,33,18,99,60
19,Nuevo León,46,San Nicolás de los Garza,860,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,860,25,91,43,3,0,88,43,85,42,81,41,81,41,79,39,4,NaN,3,NaN,3,NaN,0,0,NaN,NaN,9,4,27,11,89.58,10,67,14,29,18,91,57
19,Nuevo León,46,San Nicolás de los Garza,860,26,165,76,8,NaN,157,74,149,72,130,62,123,59,117,58,9,3,18,9,20,9,7,3,6,NaN,22,14,19,8,85.39,42,107,16,45,26,165,109
19,Nuevo León,46,San Nicolás de los Garza,860,27,103,45,4,NaN,99,43,99,43,95,42,90,39,86,36,0,0,4,NaN,8,4,5,3,4,3,6,3,32,16,77.59,13,74,16,33,20,103,69
19,Nuevo León,46,San Nicolás de los Garza,860,28,141,73,NaN,NaN,139,72,134,69,121,61,112,55,107,51,6,3,12,8,14,9,9,6,5,4,16,10,24,10,107.35,29,93,19,38,22,141,86
19,Nuevo León,46,San Nicolás de los Garza,860,29,117,51,4,3,113,48,107,48,97,43,94,41,90,40,8,0,8,5,8,5,3,NaN,4,NaN,16,5,17,8,77.27,23,88,6,30,23,117,94
19,Nuevo León,46,San Nicolás de los Garza,860,30,80,39,0,0,80,39,80,39,74,35,71,32,67,29,NaN,0,5,4,6,5,3,3,4,3,7,NaN,17,7,95.12,9,65,6,26,16,80,55
19,Nuevo León,46,San Nicolás de los Garza,860,31,90,48,3,NaN,87,46,84,44,77,40,74,39,73,39,4,3,6,3,7,4,3,NaN,NaN,0,7,4,21,12,114.29,16,63,11,30,23,90,69
19,Nuevo León,46,San Nicolás de los Garza,860,32,135,62,4,3,131,59,129,58,123,53,119,51,115,48,NaN,NaN,6,5,9,7,4,NaN,4,3,12,4,38,16,84.93,16,103,16,45,33,135,107
19,Nuevo León,46,San Nicolás de los Garza,860,33,122,65,7,4,115,61,113,59,101,56,97,52,94,51,4,NaN,10,3,12,6,4,4,3,NaN,10,6,32,15,114.04,25,77,20,35,22,122,80
19,Nuevo León,46,San Nicolás de los Garza,875,1,154,76,3,3,151,73,149,71,139,66,136,63,133,62,5,5,7,NaN,8,5,3,3,3,NaN,19,9,34,17,97.44,18,113,23,51,32,154,103
19,Nuevo León,46,San Nicolás de los Garza,875,2,172,94,NaN,NaN,171,93,169,91,160,86,153,82,146,78,4,4,7,3,12,6,7,4,7,4,18,12,39,21,120.51,19,132,21,54,45,172,157
19,Nuevo León,46,San Nicolás de los Garza,875,3,109,56,4,NaN,105,55,102,52,101,51,101,51,101,51,3,3,NaN,NaN,0,0,0,0,0,0,7,5,36,18,105.66,8,83,18,43,30,109,82
19,Nuevo León,46,San Nicolás de los Garza,875,4,153,74,NaN,NaN,151,72,144,67,131,64,126,62,125,62,8,6,12,NaN,12,3,5,NaN,NaN,0,13,8,43,20,93.67,27,103,23,49,36,153,122
19,Nuevo León,46,San Nicolás de los Garza,875,5,68,28,0,0,68,28,65,26,61,24,60,24,59,24,4,3,3,NaN,4,NaN,NaN,0,NaN,0,6,NaN,27,12,70,8,42,18,27,19,68,49
19,Nuevo León,46,San Nicolás de los Garza,875,6,157,78,7,4,150,74,145,71,136,64,133,64,130,62,6,4,8,6,10,6,3,0,3,NaN,17,8,34,13,98.73,24,120,13,45,32,157,121
19,Nuevo León,46,San Nicolás de los Garza,875,7,130,59,4,NaN,126,57,123,56,112,52,109,51,104,50,4,NaN,10,4,11,5,3,NaN,5,NaN,21,12,18,6,83.1,21,99,10,37,25,130,99
19,Nuevo León,46,San Nicolás de los Garza,875,8,110,52,NaN,NaN,108,51,108,51,103,49,102,48,100,48,NaN,0,3,NaN,3,NaN,NaN,NaN,NaN,0,16,8,26,9,89.66,8,94,8,42,26,110,76
19,Nuevo León,46,San Nicolás de los Garza,875,9,76,32,3,NaN,73,31,73,31,70,29,67,28,65,28,0,0,3,NaN,6,3,3,NaN,NaN,0,6,3,31,14,72.73,9,47,20,26,18,76,58
19,Nuevo León,46,San Nicolás de los Garza,875,10,153,72,NaN,0,151,72,146,68,135,62,130,59,126,56,6,5,10,5,11,6,5,3,4,3,21,10,30,15,88.89,23,119,11,44,35,153,123
19,Nuevo León,46,San Nicolás de los Garza,875,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,875,12,121,57,4,NaN,117,55,113,53,103,49,102,48,98,45,5,3,9,3,9,3,NaN,NaN,4,3,12,6,26,12,89.06,19,89,13,38,25,121,95
19,Nuevo León,46,San Nicolás de los Garza,875,13,117,55,8,5,109,50,109,50,105,48,100,46,96,44,NaN,NaN,3,NaN,7,NaN,5,NaN,4,NaN,7,NaN,34,16,88.71,17,80,20,38,27,117,84
19,Nuevo León,46,San Nicolás de los Garza,875,14,71,35,4,NaN,67,33,67,33,64,31,64,31,63,31,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,NaN,30,12,97.22,7,48,16,25,19,71,58
19,Nuevo León,46,San Nicolás de los Garza,875,15,122,56,NaN,0,120,56,119,55,117,54,115,53,109,53,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,6,0,14,7,25,10,84.85,7,102,13,38,27,122,88
19,Nuevo León,46,San Nicolás de los Garza,875,16,139,69,4,3,135,66,133,65,126,63,123,61,119,58,3,NaN,6,NaN,8,3,3,NaN,4,3,15,8,26,13,98.57,16,110,13,45,34,139,106
19,Nuevo León,46,San Nicolás de los Garza,875,17,126,60,3,NaN,123,59,122,59,113,54,110,53,106,50,5,0,5,5,7,5,3,NaN,4,3,16,8,23,10,90.91,16,100,10,41,25,126,75
19,Nuevo León,46,San Nicolás de los Garza,875,18,79,40,3,NaN,76,39,74,38,69,36,65,32,61,29,NaN,NaN,5,NaN,7,5,4,4,4,3,9,3,21,9,102.56,14,53,12,23,17,79,64
19,Nuevo León,46,San Nicolás de los Garza,875,19,152,74,4,NaN,148,72,147,72,142,69,139,69,133,66,3,NaN,3,NaN,6,NaN,3,0,6,3,19,11,39,18,94.87,13,117,22,46,33,152,117
19,Nuevo León,46,San Nicolás de los Garza,875,20,118,58,4,4,114,54,111,51,106,48,103,47,103,47,3,3,5,3,6,3,3,NaN,0,0,11,3,23,11,96.67,15,96,7,45,31,118,86
19,Nuevo León,46,San Nicolás de los Garza,875,21,125,68,NaN,0,123,68,120,65,115,61,111,57,109,56,5,5,3,NaN,5,5,4,4,NaN,NaN,13,5,18,9,119.3,14,105,6,40,31,125,107
19,Nuevo León,46,San Nicolás de los Garza,875,22,126,61,4,0,122,61,120,60,107,52,100,45,98,45,4,NaN,11,7,12,11,7,7,NaN,0,17,8,14,5,93.85,26,95,5,36,21,126,77
19,Nuevo León,46,San Nicolás de los Garza,875,23,60,27,0,0,60,27,59,27,54,24,52,24,50,23,NaN,0,5,3,6,3,NaN,0,NaN,NaN,7,5,17,8,81.82,8,41,11,18,11,60,39
19,Nuevo León,46,San Nicolás de los Garza,875,24,98,48,NaN,NaN,97,47,95,47,94,46,92,46,91,45,NaN,0,NaN,NaN,3,NaN,NaN,0,NaN,NaN,3,NaN,44,22,96,6,72,20,37,28,98,78
19,Nuevo León,46,San Nicolás de los Garza,875,25,85,48,NaN,NaN,83,47,80,44,76,41,75,40,75,40,3,3,4,3,4,3,NaN,NaN,0,0,5,4,23,14,129.73,10,64,11,28,21,85,64
19,Nuevo León,46,San Nicolás de los Garza,875,26,120,57,5,NaN,115,56,115,56,112,53,111,52,109,51,NaN,NaN,NaN,NaN,3,3,NaN,NaN,NaN,NaN,13,7,37,16,90.48,9,86,25,41,32,120,101
19,Nuevo León,46,San Nicolás de los Garza,875,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,875,28,121,54,NaN,0,120,54,119,53,112,49,110,49,106,47,NaN,NaN,7,4,8,4,NaN,0,4,NaN,16,6,36,14,80.6,11,91,19,47,30,121,81
19,Nuevo León,46,San Nicolás de los Garza,875,29,167,76,5,4,162,72,156,68,142,61,136,58,130,53,10,5,10,6,13,9,6,3,6,5,16,5,62,27,83.52,31,89,47,47,31,167,105
19,Nuevo León,46,San Nicolás de los Garza,875,30,147,80,NaN,NaN,145,79,142,76,131,70,127,68,119,65,4,4,10,5,10,6,4,NaN,8,3,9,8,53,28,119.4,20,98,29,47,36,147,109
19,Nuevo León,46,San Nicolás de los Garza,875,31,126,61,3,0,123,61,121,60,117,59,113,56,110,54,3,NaN,3,NaN,6,3,4,3,3,NaN,9,4,58,28,93.85,13,78,35,41,33,126,103
19,Nuevo León,46,San Nicolás de los Garza,875,32,62,26,NaN,NaN,60,25,57,23,50,21,47,19,46,19,3,NaN,7,NaN,6,3,3,NaN,NaN,0,9,5,10,3,72.22,15,42,5,15,8,62,29
19,Nuevo León,46,San Nicolás de los Garza,875,33,162,79,6,5,156,74,155,73,147,69,141,66,137,65,NaN,NaN,8,4,11,4,6,3,4,NaN,17,7,33,16,95.18,21,130,11,48,33,162,117
19,Nuevo León,46,San Nicolás de los Garza,875,34,59,28,NaN,0,58,28,58,28,53,27,51,27,51,27,0,0,5,NaN,7,NaN,NaN,0,0,0,5,3,23,10,90.32,8,34,17,21,12,59,42
19,Nuevo León,46,San Nicolás de los Garza,088A,1,126,59,4,3,122,56,120,55,109,51,102,46,98,43,NaN,NaN,11,4,15,9,7,5,4,3,7,4,32,16,88.06,24,85,17,39,25,126,81
19,Nuevo León,46,San Nicolás de los Garza,088A,2,114,58,NaN,0,113,58,112,58,107,54,104,52,100,50,NaN,NaN,4,3,6,5,3,NaN,4,NaN,9,4,28,13,103.57,10,89,15,38,28,114,86
19,Nuevo León,46,San Nicolás de los Garza,088A,3,116,56,6,3,110,53,108,53,103,51,101,49,99,47,NaN,0,5,NaN,4,NaN,NaN,NaN,NaN,NaN,8,5,41,19,93.33,15,77,24,36,27,116,93
19,Nuevo León,46,San Nicolás de los Garza,088A,4,76,41,3,NaN,73,39,69,36,66,33,66,33,65,33,5,4,NaN,NaN,NaN,NaN,0,0,NaN,0,10,5,26,10,117.14,10,48,18,28,21,76,66
19,Nuevo León,46,San Nicolás de los Garza,088A,5,138,67,3,NaN,135,65,133,63,126,56,123,55,120,54,3,3,6,6,5,3,3,NaN,3,NaN,10,6,51,24,94.37,15,94,29,45,30,138,99
19,Nuevo León,46,San Nicolás de los Garza,088A,6,124,65,3,NaN,121,63,120,62,110,59,105,56,104,56,NaN,NaN,9,NaN,10,4,5,3,NaN,0,8,4,41,19,110.17,19,83,22,35,28,124,95
19,Nuevo León,46,San Nicolás de los Garza,088A,7,110,50,4,NaN,106,49,106,49,102,47,99,45,96,43,3,NaN,NaN,0,4,NaN,3,NaN,3,NaN,14,6,30,14,83.33,11,76,23,37,26,110,87
19,Nuevo León,46,San Nicolás de los Garza,088A,8,128,54,NaN,0,126,54,125,54,117,53,113,51,105,46,NaN,0,8,NaN,10,3,4,NaN,8,5,12,6,36,15,72.97,15,92,21,42,24,128,80
19,Nuevo León,46,San Nicolás de los Garza,088A,9,96,51,NaN,0,95,51,92,50,91,49,90,49,90,49,3,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,7,5,38,18,113.33,6,63,27,32,23,96,72
19,Nuevo León,46,San Nicolás de los Garza,088A,10,136,65,NaN,NaN,134,64,130,62,117,54,114,53,112,53,6,3,11,7,8,3,3,NaN,NaN,0,17,9,31,15,91.55,22,89,25,46,31,136,97
19,Nuevo León,46,San Nicolás de los Garza,088A,11,147,69,4,NaN,143,67,139,64,120,54,119,54,116,53,6,5,17,8,12,5,NaN,0,3,NaN,14,8,31,13,88.46,28,101,18,39,32,147,122
19,Nuevo León,46,San Nicolás de los Garza,088A,12,157,78,NaN,NaN,156,77,153,75,143,71,137,69,127,63,4,3,9,3,11,3,6,NaN,10,6,21,13,45,19,98.73,20,107,30,44,28,157,103
19,Nuevo León,46,San Nicolás de los Garza,088A,13,127,63,4,3,123,60,119,59,110,53,109,53,105,51,4,NaN,9,6,8,5,NaN,0,4,NaN,10,6,33,12,98.44,18,86,23,41,23,127,79
19,Nuevo León,46,San Nicolás de los Garza,088A,14,79,36,NaN,NaN,77,35,73,33,66,31,64,30,61,29,5,NaN,6,NaN,7,NaN,NaN,NaN,3,NaN,7,4,24,11,83.72,15,48,16,24,19,79,63
19,Nuevo León,46,San Nicolás de los Garza,088A,15,102,56,0,0,102,56,102,56,96,53,95,52,92,49,0,0,6,3,6,4,NaN,NaN,3,3,9,4,34,20,121.74,7,74,21,37,30,102,85
19,Nuevo León,46,San Nicolás de los Garza,088A,16,22,8,NaN,0,21,8,20,8,20,8,19,7,15,6,NaN,0,0,0,NaN,NaN,NaN,NaN,4,NaN,4,NaN,4,NaN,57.14,3,17,NaN,5,4,22,18
19,Nuevo León,46,San Nicolás de los Garza,088A,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,088A,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,088A,19,75,31,NaN,0,74,31,74,31,70,31,64,27,62,26,NaN,0,3,0,9,4,6,4,NaN,NaN,10,4,24,10,70.45,11,44,20,22,13,75,46
19,Nuevo León,46,San Nicolás de los Garza,088A,20,61,33,4,3,57,30,56,29,52,26,51,26,48,25,NaN,NaN,3,3,4,3,NaN,0,3,NaN,NaN,NaN,15,6,117.86,10,39,12,20,12,61,34
19,Nuevo León,46,San Nicolás de los Garza,088A,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,088A,22,47,24,NaN,NaN,45,23,44,22,43,21,41,20,40,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,12,5,104.35,6,30,11,13,9,47,36
19,Nuevo León,46,San Nicolás de los Garza,088A,23,85,38,0,0,85,38,81,37,75,34,73,32,70,30,4,NaN,6,3,5,3,NaN,NaN,3,NaN,7,4,22,6,80.85,12,57,16,26,15,85,48
19,Nuevo León,46,San Nicolás de los Garza,088A,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,088A,26,77,40,0,0,77,40,74,40,70,36,69,36,64,34,3,0,4,4,3,NaN,NaN,0,5,NaN,3,0,29,12,108.11,8,47,22,26,17,77,53
19,Nuevo León,46,San Nicolás de los Garza,088A,27,114,57,4,3,110,54,108,54,100,52,95,49,93,47,4,NaN,6,0,8,3,5,3,NaN,NaN,15,9,28,9,100,19,71,24,45,32,114,87
19,Nuevo León,46,San Nicolás de los Garza,088A,28,125,52,NaN,NaN,124,51,121,50,113,47,112,47,108,45,3,NaN,8,3,7,NaN,NaN,0,4,NaN,13,4,33,15,71.23,13,92,20,44,29,125,91
19,Nuevo León,46,San Nicolás de los Garza,088A,29,63,28,NaN,0,62,28,61,28,53,25,51,24,49,23,NaN,0,7,3,7,3,NaN,NaN,NaN,NaN,NaN,0,18,7,80,12,41,10,17,12,63,47
19,Nuevo León,46,San Nicolás de los Garza,088A,30,109,52,5,3,104,49,99,47,91,42,89,41,85,39,8,4,5,3,7,4,NaN,NaN,4,NaN,5,3,30,14,91.23,20,66,23,31,19,109,71
19,Nuevo León,46,San Nicolás de los Garza,088A,31,117,58,5,NaN,112,56,111,55,105,50,102,48,102,48,3,3,4,3,5,3,3,NaN,0,0,14,6,32,17,98.31,15,85,17,39,25,117,81
19,Nuevo León,46,San Nicolás de los Garza,088A,32,64,37,NaN,NaN,62,36,61,35,54,29,53,28,51,27,NaN,NaN,7,6,6,6,NaN,NaN,NaN,NaN,5,4,10,4,137.04,11,48,5,19,13,64,49
19,Nuevo León,46,San Nicolás de los Garza,088A,33,116,56,NaN,0,115,56,112,54,104,49,99,46,94,44,3,NaN,8,5,9,7,5,3,5,NaN,5,3,34,13,93.33,17,72,27,34,24,116,83
19,Nuevo León,46,San Nicolás de los Garza,088A,34,112,49,NaN,NaN,110,47,109,47,107,47,104,46,101,45,NaN,0,NaN,0,5,NaN,3,NaN,3,NaN,11,6,43,19,77.78,8,74,30,40,27,112,85
19,Nuevo León,46,San Nicolás de los Garza,088A,35,95,38,3,NaN,92,36,88,36,83,34,81,33,72,26,4,0,5,NaN,6,NaN,NaN,NaN,9,7,3,0,31,11,66.67,14,61,20,27,16,95,63
19,Nuevo León,46,San Nicolás de los Garza,088A,36,103,52,4,NaN,99,51,95,48,91,47,88,45,86,45,4,3,4,NaN,4,NaN,3,NaN,NaN,0,11,5,34,15,101.96,15,63,25,29,22,103,80
19,Nuevo León,46,San Nicolás de los Garza,088A,37,89,47,NaN,0,88,47,87,46,78,41,74,37,72,35,6,3,4,3,6,5,4,4,NaN,NaN,13,7,21,12,111.9,15,64,10,27,14,89,40
19,Nuevo León,46,San Nicolás de los Garza,088A,38,110,59,NaN,NaN,108,58,106,57,104,55,102,53,100,51,NaN,NaN,NaN,NaN,3,3,NaN,NaN,NaN,NaN,12,6,36,18,115.69,8,79,23,39,28,110,80
19,Nuevo León,46,San Nicolás de los Garza,088A,39,132,69,NaN,NaN,130,68,128,67,118,63,114,61,110,58,3,NaN,9,4,12,5,4,NaN,4,3,14,5,39,19,109.52,18,94,20,42,22,132,74
19,Nuevo León,46,San Nicolás de los Garza,088A,40,22,9,NaN,NaN,21,8,21,8,20,8,17,7,16,7,0,0,NaN,0,4,NaN,3,NaN,NaN,0,3,0,7,4,69.23,5,13,4,6,5,22,18
19,Nuevo León,46,San Nicolás de los Garza,088A,41,55,25,0,0,55,25,53,25,51,24,47,23,44,23,4,NaN,0,0,4,NaN,4,NaN,3,0,6,4,12,6,83.33,8,37,10,16,11,55,45
19,Nuevo León,46,San Nicolás de los Garza,088A,42,147,83,NaN,NaN,145,81,141,80,135,76,133,75,131,75,4,NaN,6,4,5,3,NaN,NaN,NaN,0,15,7,36,23,129.69,14,125,8,47,41,147,131
19,Nuevo León,46,San Nicolás de los Garza,088A,43,151,77,4,NaN,147,76,144,75,137,71,133,69,133,69,3,NaN,7,4,9,5,4,NaN,0,0,22,14,37,19,104.05,18,114,19,46,34,151,117
19,Nuevo León,46,San Nicolás de los Garza,088A,44,118,51,4,NaN,114,50,111,48,109,47,105,45,99,43,3,NaN,NaN,NaN,5,3,4,NaN,6,NaN,13,7,32,12,76.12,13,89,16,38,23,118,78
19,Nuevo León,46,San Nicolás de los Garza,088A,46,25,11,0,0,25,11,25,11,25,11,24,11,23,11,0,0,0,0,NaN,0,NaN,0,NaN,0,5,NaN,9,4,78.57,NaN,19,5,9,4,25,11
19,Nuevo León,46,San Nicolás de los Garza,088A,47,127,68,3,NaN,124,67,120,65,108,58,103,54,95,48,4,NaN,12,7,14,9,5,4,8,6,14,9,35,16,115.25,24,82,21,33,22,127,90
19,Nuevo León,46,San Nicolás de los Garza,088A,48,95,45,0,0,95,45,94,44,83,39,81,39,78,37,3,NaN,9,4,10,3,NaN,0,3,NaN,6,4,35,15,90,14,59,22,29,17,95,61
19,Nuevo León,46,San Nicolás de los Garza,894,9,128,70,NaN,0,127,70,125,68,120,67,120,67,114,64,3,3,4,0,3,0,0,0,6,3,11,5,38,21,120.69,8,107,13,41,23,128,73
19,Nuevo León,46,San Nicolás de los Garza,894,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,894,12,106,49,0,0,106,49,103,48,93,44,92,44,88,42,3,NaN,10,4,8,4,NaN,0,4,NaN,8,NaN,17,8,85.96,14,85,7,31,23,106,80
19,Nuevo León,46,San Nicolás de los Garza,894,17,180,92,12,4,168,88,164,85,148,77,141,72,135,68,9,6,11,5,16,9,7,5,6,4,18,11,33,16,104.55,39,128,13,51,43,180,142
19,Nuevo León,46,San Nicolás de los Garza,894,19,148,77,4,NaN,144,75,143,75,131,69,131,69,126,66,NaN,NaN,11,5,8,3,0,0,5,3,14,7,44,24,108.45,17,109,22,49,38,148,117
19,Nuevo León,46,San Nicolás de los Garza,894,20,43,15,NaN,0,41,15,40,15,34,12,32,11,32,11,NaN,0,6,3,5,NaN,NaN,NaN,0,0,4,0,3,NaN,53.57,11,31,NaN,12,7,43,28
19,Nuevo León,46,San Nicolás de los Garza,894,21,126,59,6,0,120,59,116,57,105,54,102,52,96,48,5,3,10,NaN,11,4,3,NaN,6,4,10,3,26,13,88.06,24,85,17,39,27,126,78
19,Nuevo León,46,San Nicolás de los Garza,894,22,113,51,3,NaN,110,49,105,46,86,42,82,39,76,37,7,3,17,4,16,6,4,3,6,NaN,8,NaN,14,6,82.26,31,69,13,23,12,113,61
19,Nuevo León,46,San Nicolás de los Garza,894,23,152,76,NaN,0,150,76,146,73,134,67,128,63,122,60,6,4,10,5,12,7,6,4,6,3,23,12,29,13,100,24,109,19,37,24,152,96
19,Nuevo León,46,San Nicolás de los Garza,894,24,49,21,NaN,0,47,21,47,21,44,19,44,19,42,18,0,0,3,NaN,NaN,NaN,0,0,NaN,NaN,10,3,11,3,75,5,37,7,14,7,49,19
19,Nuevo León,46,San Nicolás de los Garza,894,25,159,82,4,3,155,79,151,77,137,68,131,66,126,62,6,3,12,8,12,5,6,NaN,5,4,11,5,38,19,106.49,28,106,25,39,30,159,128
19,Nuevo León,46,San Nicolás de los Garza,894,27,92,41,NaN,NaN,90,40,88,39,81,35,80,34,79,34,4,NaN,5,3,3,NaN,NaN,NaN,NaN,0,18,7,21,9,80.39,12,71,9,28,19,92,70
19,Nuevo León,46,San Nicolás de los Garza,894,28,22,8,0,0,22,8,21,8,21,8,21,8,20,8,NaN,0,0,0,0,0,0,0,NaN,0,3,0,10,4,57.14,NaN,15,6,7,5,22,18
19,Nuevo León,46,San Nicolás de los Garza,894,29,26,12,NaN,0,25,12,25,12,25,12,25,12,25,12,0,0,0,0,0,0,0,0,0,0,3,NaN,11,5,85.71,NaN,14,11,12,8,26,21
19,Nuevo León,46,San Nicolás de los Garza,894,30,209,106,4,NaN,205,105,200,102,180,93,169,87,164,86,8,5,17,7,23,9,11,6,5,NaN,28,15,35,15,102.91,40,151,18,62,25,209,82
19,Nuevo León,46,San Nicolás de los Garza,894,32,126,58,6,NaN,120,57,118,56,112,53,108,52,105,50,3,NaN,5,3,7,4,4,NaN,3,NaN,13,4,31,16,85.29,18,97,11,38,31,126,100
19,Nuevo León,46,San Nicolás de los Garza,894,33,126,63,4,NaN,122,61,119,60,111,55,105,50,102,49,5,NaN,6,4,8,7,6,5,3,NaN,19,6,19,10,100,21,94,11,41,30,126,105
19,Nuevo León,46,San Nicolás de los Garza,894,34,154,76,3,NaN,151,75,149,75,142,71,139,68,136,66,5,NaN,4,NaN,6,4,3,3,3,NaN,31,13,21,11,97.44,15,130,9,49,38,154,130
19,Nuevo León,46,San Nicolás de los Garza,894,35,69,33,NaN,NaN,67,32,65,30,62,29,60,28,57,25,3,NaN,NaN,NaN,3,NaN,NaN,NaN,3,3,8,4,9,4,91.67,9,55,5,18,8,69,31
19,Nuevo León,46,San Nicolás de los Garza,894,36,134,72,6,4,128,68,125,67,117,62,115,62,113,62,5,NaN,6,4,7,3,NaN,0,NaN,0,19,11,25,13,116.13,19,107,8,43,29,134,93
19,Nuevo León,46,San Nicolás de los Garza,894,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,894,38,239,120,10,4,229,116,223,112,204,100,201,99,195,95,12,7,13,9,13,10,3,NaN,6,4,24,12,39,19,100.84,38,183,18,73,25,239,77
19,Nuevo León,46,San Nicolás de los Garza,894,39,103,53,NaN,0,101,53,101,53,94,49,93,49,90,47,NaN,NaN,5,3,4,NaN,NaN,0,3,NaN,15,13,19,11,106,10,82,11,32,21,103,71
19,Nuevo León,46,San Nicolás de los Garza,894,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,894,41,104,48,NaN,0,103,48,102,48,94,43,90,42,82,38,3,NaN,6,3,9,4,4,NaN,8,4,17,7,12,6,85.71,14,83,7,29,23,104,82
19,Nuevo León,46,San Nicolás de los Garza,894,42,82,40,NaN,NaN,81,39,77,37,68,30,67,29,65,28,5,3,8,6,8,6,NaN,NaN,NaN,NaN,9,NaN,13,5,95.24,15,63,4,24,19,82,72
19,Nuevo León,46,San Nicolás de los Garza,894,45,55,25,NaN,0,53,25,53,25,49,23,45,19,44,19,NaN,NaN,3,NaN,7,5,4,4,NaN,0,6,3,15,7,83.33,10,42,3,16,10,55,39
19,Nuevo León,46,San Nicolás de los Garza,894,46,61,36,NaN,NaN,60,35,58,34,57,33,56,32,54,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,5,17,10,144,5,49,7,22,17,61,48
19,Nuevo León,46,San Nicolás de los Garza,894,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
