CEF,NE,CM,NM,AGEB,CMZ,PT,PF,P_0_2,PF_0_2,P_3_MAS,PF_3_MAS,P_5_MAS,PF_5_MAS,P_12_MAS,PF_12_MAS,P_15_MAS,PF_15_MAS,P_18_MAS,PF_18_MAS,P_3_5,PF_3_5,P_6_11,PF_6_11,P_8_14,PF_8_14,P_12_14,PF_12_14,P_15_17,PF_15_17,P_18_24,PF_18_24,PF_15_49,P_60_MAS,PF_60_MAS,RMF,P_0_14,P_15_64,P_65_100,THC,HCRF,HCRM,PHC,PHCRF
19,Nuevo León,46,San Nicolás de los Garza,138A,13,95,41,3,3,92,38,91,38,90,38,89,38,84,34,NaN,0,NaN,0,NaN,0,NaN,0,5,4,11,3,16,33,15,131.71,6,64,25,34,8,26,95,18
19,Nuevo León,46,San Nicolás de los Garza,138A,14,58,28,NaN,0,56,28,56,28,55,28,53,26,51,24,NaN,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,10,24,14,107.14,5,33,20,24,10,14,58,23
19,Nuevo León,46,San Nicolás de los Garza,138A,16,124,60,3,NaN,121,59,120,59,109,52,102,49,97,48,4,NaN,8,5,12,7,7,3,5,NaN,13,6,24,36,20,106.67,22,77,25,33,8,25,124,32
19,Nuevo León,46,San Nicolás de los Garza,138A,17,138,76,7,4,131,72,129,71,113,62,112,62,106,59,4,3,14,7,8,4,NaN,0,6,3,21,12,36,36,23,81.58,26,85,27,39,15,24,138,50
19,Nuevo León,46,San Nicolás de los Garza,138A,18,48,26,NaN,NaN,46,25,45,25,42,23,40,22,39,21,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,17,11,84.62,8,26,14,12,4,8,48,13
19,Nuevo León,46,San Nicolás de los Garza,138A,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,138A,20,84,39,3,0,81,39,80,38,73,34,72,34,70,33,NaN,NaN,7,4,6,3,NaN,0,NaN,NaN,10,3,14,27,15,115.38,12,49,23,24,8,16,84,29
19,Nuevo León,46,San Nicolás de los Garza,138A,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,138A,22,41,27,0,0,41,27,41,27,38,24,33,21,31,19,NaN,NaN,NaN,NaN,7,5,5,3,NaN,NaN,4,NaN,13,12,7,51.85,8,23,10,12,6,6,41,21
19,Nuevo León,46,San Nicolás de los Garza,138A,23,89,45,NaN,NaN,87,44,86,43,81,41,76,39,73,38,NaN,NaN,4,NaN,9,4,5,NaN,3,NaN,18,7,21,22,11,97.78,13,61,15,24,8,16,89,23
19,Nuevo León,46,San Nicolás de los Garza,138A,24,47,23,NaN,0,46,23,45,23,42,20,42,20,39,19,NaN,0,3,3,NaN,NaN,0,0,3,NaN,3,0,8,17,10,104.35,5,30,12,11,3,8,47,15
19,Nuevo León,46,San Nicolás de los Garza,138A,25,33,18,NaN,NaN,31,17,31,17,27,17,27,17,24,15,NaN,0,3,0,3,0,0,0,3,NaN,3,NaN,10,8,5,83.33,6,21,6,9,4,5,33,17
19,Nuevo León,46,San Nicolás de los Garza,138A,26,66,33,NaN,NaN,64,32,62,31,60,30,57,28,55,27,NaN,NaN,NaN,NaN,4,3,3,NaN,NaN,NaN,6,4,12,18,12,100,9,45,12,18,7,11,66,22
19,Nuevo León,46,San Nicolás de los Garza,138A,27,79,40,NaN,NaN,77,39,75,38,70,35,65,34,63,33,4,NaN,3,3,7,3,5,NaN,NaN,NaN,9,6,20,16,10,97.5,14,51,14,26,8,18,79,19
19,Nuevo León,46,San Nicolás de los Garza,138A,28,83,38,NaN,NaN,81,36,79,36,77,36,73,35,67,31,NaN,0,NaN,0,6,NaN,4,NaN,6,4,3,0,19,26,13,118.42,10,51,22,24,5,19,83,15
19,Nuevo León,46,San Nicolás de los Garza,138A,29,71,37,NaN,NaN,69,36,66,33,63,31,60,29,58,28,3,3,3,NaN,5,3,3,NaN,NaN,NaN,3,NaN,14,26,15,91.89,11,42,18,21,NaN,19,71,3
19,Nuevo León,46,San Nicolás de los Garza,138A,30,66,33,3,NaN,63,32,63,32,58,31,58,31,55,30,0,0,5,NaN,NaN,0,0,0,3,NaN,5,4,15,15,10,100,8,46,12,20,9,11,66,34
19,Nuevo León,46,San Nicolás de los Garza,138A,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,138A,32,64,26,NaN,NaN,63,25,61,25,56,24,51,24,50,24,NaN,0,5,NaN,10,NaN,5,0,NaN,0,9,3,10,16,8,146.15,13,38,13,19,5,14,64,10
19,Nuevo León,46,San Nicolás de los Garza,138A,33,70,36,NaN,NaN,68,35,66,34,60,31,57,28,54,26,3,NaN,5,NaN,4,3,3,3,3,NaN,4,3,13,25,13,94.44,13,35,22,23,6,17,70,17
19,Nuevo León,46,San Nicolás de los Garza,138A,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,138A,35,49,24,0,0,49,24,49,24,47,23,47,23,46,23,0,0,NaN,NaN,NaN,NaN,0,0,NaN,0,6,3,7,23,13,104.17,NaN,25,22,20,9,11,49,22
19,Nuevo León,46,San Nicolás de los Garza,138A,36,44,22,0,0,44,22,44,22,43,21,42,21,42,21,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,5,NaN,4,24,14,100,NaN,23,19,19,7,12,44,14
19,Nuevo León,46,San Nicolás de los Garza,138A,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,138A,38,142,71,4,NaN,138,70,134,67,129,65,120,60,116,60,4,3,5,NaN,14,7,9,5,4,0,11,8,28,49,28,100,22,81,39,40,13,27,142,41
19,Nuevo León,46,San Nicolás de los Garza,138A,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,138A,40,107,55,NaN,NaN,105,54,103,53,93,50,90,49,87,46,NaN,NaN,10,3,12,4,3,NaN,3,3,8,3,23,33,22,94.55,17,61,29,35,15,20,107,45
19,Nuevo León,46,San Nicolás de los Garza,1394,1,169,83,5,3,164,80,162,79,152,74,145,71,140,68,3,NaN,9,5,14,7,7,3,5,3,16,10,31,41,25,103.61,24,111,34,52,17,35,169,51
19,Nuevo León,46,San Nicolás de los Garza,1394,3,94,46,NaN,NaN,92,45,91,44,86,42,84,42,83,42,NaN,NaN,5,NaN,5,NaN,NaN,0,NaN,0,7,4,17,26,15,104.35,10,67,17,33,14,19,94,29
19,Nuevo León,46,San Nicolás de los Garza,1394,4,81,48,NaN,0,80,48,77,46,73,42,73,42,71,40,3,NaN,4,4,3,3,0,0,NaN,NaN,7,6,18,20,15,68.75,8,59,14,29,12,17,81,27
19,Nuevo León,46,San Nicolás de los Garza,1394,5,184,90,7,4,177,86,171,83,156,80,150,79,143,73,8,3,13,3,15,3,6,NaN,7,6,25,9,47,33,19,104.44,34,126,24,64,26,38,184,67
19,Nuevo León,46,San Nicolás de los Garza,1394,6,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nuevo León,46,San Nicolás de los Garza,1394,7,125,65,5,4,120,61,114,57,107,53,103,51,101,50,6,4,7,4,8,5,4,NaN,NaN,NaN,10,4,24,41,23,92.31,22,75,28,35,9,26,125,34
19,Nuevo León,46,San Nicolás de los Garza,1394,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1394,10,173,89,5,NaN,168,88,167,88,152,79,148,78,141,75,NaN,NaN,14,8,14,7,4,NaN,7,3,18,7,33,54,36,94.38,25,115,33,51,19,32,173,49
19,Nuevo León,46,San Nicolás de los Garza,1394,11,96,45,0,0,96,45,96,45,91,45,91,45,89,45,0,0,5,0,NaN,0,0,0,NaN,0,10,5,19,25,20,113.33,5,73,18,32,16,16,96,28
19,Nuevo León,46,San Nicolás de los Garza,1394,12,146,68,3,NaN,143,66,139,64,127,58,124,57,123,56,5,NaN,11,6,11,5,3,NaN,NaN,NaN,14,5,24,38,20,114.71,22,96,28,47,16,31,146,49
19,Nuevo León,46,San Nicolás de los Garza,1394,13,200,95,9,5,191,90,185,86,162,73,159,73,152,70,8,5,21,12,17,6,3,0,7,3,12,4,41,36,19,110.53,41,135,24,56,16,40,200,55
19,Nuevo León,46,San Nicolás de los Garza,1394,16,242,119,9,7,233,112,224,109,206,99,198,96,193,95,11,4,16,9,13,6,8,3,5,NaN,32,19,55,56,28,103.36,44,158,40,81,22,59,242,59
19,Nuevo León,46,San Nicolás de los Garza,1394,17,94,46,NaN,NaN,92,44,91,44,88,43,82,41,76,38,NaN,0,3,NaN,8,3,6,NaN,6,3,14,7,22,18,11,104.35,11,70,12,27,12,15,94,40
19,Nuevo León,46,San Nicolás de los Garza,1394,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1394,20,65,28,4,NaN,61,26,59,26,52,25,49,22,48,21,NaN,0,7,NaN,8,4,3,3,NaN,NaN,11,6,17,11,3,132.14,16,41,8,24,NaN,23,65,NaN
19,Nuevo León,46,San Nicolás de los Garza,1394,21,84,37,NaN,0,83,37,80,35,73,35,71,34,66,32,4,NaN,6,0,7,NaN,NaN,NaN,5,NaN,13,3,19,14,7,127.03,13,63,8,24,6,18,84,19
19,Nuevo León,46,San Nicolás de los Garza,1394,23,111,56,7,5,104,51,102,50,91,46,88,45,87,44,4,NaN,9,3,8,3,3,NaN,NaN,NaN,14,4,25,14,8,98.21,23,82,6,32,9,23,111,30
19,Nuevo León,46,San Nicolás de los Garza,1394,24,46,24,0,0,46,24,45,23,40,20,39,19,37,18,3,3,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,3,8,9,5,91.67,7,31,8,14,5,9,46,18
19,Nuevo León,46,San Nicolás de los Garza,1394,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1394,26,14,5,0,0,14,5,14,5,14,5,14,5,14,5,0,0,0,0,0,0,0,0,0,0,NaN,0,0,6,5,180,0,13,NaN,5,NaN,3,14,NaN
19,Nuevo León,46,San Nicolás de los Garza,1394,27,64,26,3,0,61,26,60,26,56,24,55,23,53,22,NaN,0,3,NaN,4,3,NaN,NaN,NaN,NaN,7,3,14,9,6,146.15,9,50,5,30,10,20,64,22
19,Nuevo León,46,San Nicolás de los Garza,1394,28,119,57,NaN,NaN,117,55,111,53,100,48,96,47,94,46,8,3,9,4,10,3,4,NaN,NaN,NaN,15,4,26,20,12,108.77,22,83,13,40,16,24,119,44
19,Nuevo León,46,San Nicolás de los Garza,1394,30,47,24,NaN,0,46,24,45,23,43,22,42,21,42,21,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,0,0,8,5,13,5,NaN,95.83,5,40,NaN,14,NaN,12,47,7
19,Nuevo León,46,San Nicolás de los Garza,1394,31,50,29,NaN,NaN,48,27,48,27,43,23,39,22,37,22,NaN,NaN,3,3,7,4,4,NaN,NaN,0,8,5,14,6,4,72.41,11,36,3,14,5,9,50,18
19,Nuevo León,46,San Nicolás de los Garza,1394,32,38,17,0,0,38,17,37,17,35,15,34,15,31,15,NaN,0,NaN,NaN,NaN,NaN,NaN,0,3,0,9,5,7,3,NaN,123.53,4,33,NaN,10,4,6,38,11
19,Nuevo León,46,San Nicolás de los Garza,1394,33,20,10,0,0,20,10,20,10,19,10,19,10,18,10,0,0,NaN,0,NaN,0,0,0,NaN,0,NaN,NaN,NaN,5,3,100,NaN,17,NaN,7,4,3,20,10
19,Nuevo León,46,San Nicolás de los Garza,1394,34,99,51,6,NaN,93,49,93,49,86,47,83,45,81,44,NaN,NaN,6,NaN,7,3,3,NaN,NaN,NaN,10,7,25,21,11,94.12,16,66,17,27,9,18,99,25
19,Nuevo León,46,San Nicolás de los Garza,1394,35,28,15,0,0,28,15,28,15,28,15,27,14,25,12,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,5,3,9,5,NaN,86.67,NaN,25,NaN,9,NaN,8,28,NaN
19,Nuevo León,46,San Nicolás de los Garza,1394,36,57,32,NaN,NaN,56,31,56,31,52,27,51,27,49,26,0,0,4,4,3,NaN,NaN,0,NaN,NaN,14,8,17,5,NaN,78.13,6,50,NaN,16,NaN,15,57,3
19,Nuevo León,46,San Nicolás de los Garza,1394,37,15,9,NaN,NaN,14,8,14,8,13,7,12,7,12,7,NaN,NaN,0,0,NaN,0,NaN,0,0,0,3,NaN,4,4,NaN,66.67,3,9,3,4,NaN,3,15,4
19,Nuevo León,46,San Nicolás de los Garza,1394,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1394,39,23,10,0,0,23,10,23,10,21,9,20,9,18,9,0,0,NaN,NaN,3,NaN,NaN,0,NaN,0,NaN,NaN,4,8,4,130,3,14,6,9,3,6,23,5
19,Nuevo León,46,San Nicolás de los Garza,1394,40,6,NaN,NaN,NaN,5,NaN,5,NaN,5,NaN,5,NaN,5,NaN,0,0,0,0,0,0,0,0,0,0,0,0,NaN,0,0,200,NaN,5,0,4,0,4,6,0
19,Nuevo León,46,San Nicolás de los Garza,1407,1,55,26,NaN,NaN,53,25,50,24,46,23,42,21,42,21,4,NaN,3,0,7,NaN,4,NaN,0,0,10,5,15,4,NaN,111.54,13,38,4,16,3,13,55,11
19,Nuevo León,46,San Nicolás de los Garza,1407,2,106,48,5,NaN,101,46,100,46,97,44,95,42,90,39,NaN,0,3,NaN,5,4,NaN,NaN,5,3,11,5,20,22,7,120.83,11,81,14,29,8,21,106,37
19,Nuevo León,46,San Nicolás de los Garza,1407,3,136,77,11,7,125,70,120,67,110,61,101,58,95,53,6,4,9,5,14,5,9,3,6,5,15,10,39,19,11,76.62,35,94,7,33,6,27,136,25
19,Nuevo León,46,San Nicolás de los Garza,1407,4,39,19,0,0,39,19,38,19,32,15,29,14,28,13,4,NaN,3,NaN,5,NaN,3,NaN,NaN,NaN,4,NaN,9,7,3,105.26,10,26,3,9,NaN,7,39,9
19,Nuevo León,46,San Nicolás de los Garza,1407,5,93,45,5,3,87,42,80,37,68,32,67,32,63,30,8,5,11,5,10,5,NaN,0,4,NaN,10,5,20,10,6,106.67,25,61,6,22,NaN,21,93,4
19,Nuevo León,46,San Nicolás de los Garza,1407,6,99,50,NaN,0,98,50,95,49,85,45,78,41,74,40,5,NaN,8,4,13,7,7,4,4,NaN,13,8,27,14,9,98,21,68,10,22,7,15,99,38
19,Nuevo León,46,San Nicolás de los Garza,1407,7,93,47,NaN,0,92,47,88,45,79,40,77,38,73,36,4,NaN,9,5,9,6,NaN,NaN,4,NaN,16,8,22,16,9,97.87,16,69,8,21,4,17,93,14
19,Nuevo León,46,San Nicolás de los Garza,1407,8,93,47,4,3,89,44,85,41,72,36,69,36,65,33,5,4,12,4,11,3,3,0,4,3,12,6,22,19,11,97.87,24,57,12,19,9,10,93,45
19,Nuevo León,46,San Nicolás de los Garza,1407,9,48,24,NaN,NaN,46,22,45,21,37,20,30,17,30,17,NaN,NaN,8,NaN,14,4,7,3,0,0,5,NaN,13,6,4,100,18,27,3,11,NaN,9,48,9
19,Nuevo León,46,San Nicolás de los Garza,1407,10,79,35,7,NaN,72,33,72,33,68,31,67,30,65,30,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,13,7,14,13,5,125.71,12,62,5,22,7,15,79,29
19,Nuevo León,46,San Nicolás de los Garza,1407,11,147,64,7,NaN,140,63,135,60,122,54,117,53,109,48,10,4,8,5,12,5,5,NaN,8,5,24,11,32,34,16,129.69,30,93,24,34,6,28,147,26
19,Nuevo León,46,San Nicolás de los Garza,1407,12,156,73,8,3,148,70,145,68,133,60,123,57,117,54,4,3,11,7,17,7,10,3,6,3,21,8,38,26,12,113.7,33,109,14,41,10,31,156,32
19,Nuevo León,46,San Nicolás de los Garza,1407,13,82,37,3,NaN,79,35,78,34,72,31,62,27,61,26,NaN,NaN,6,3,13,5,10,4,NaN,NaN,15,7,19,13,5,121.62,20,51,11,15,5,10,82,27
19,Nuevo León,46,San Nicolás de los Garza,1407,14,94,54,6,NaN,88,52,82,47,68,39,64,36,61,34,10,7,10,6,9,7,4,3,3,NaN,8,6,24,10,5,74.07,30,61,3,20,6,14,94,16
19,Nuevo León,46,San Nicolás de los Garza,1407,15,54,27,5,4,49,23,47,23,43,21,41,20,39,20,3,0,3,NaN,5,3,NaN,NaN,NaN,0,10,6,11,12,6,100,13,33,8,15,3,12,54,11
19,Nuevo León,46,San Nicolás de los Garza,1407,16,13,5,0,0,13,5,13,5,12,5,12,5,12,5,NaN,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,6,3,160,NaN,7,5,6,NaN,4,13,5
19,Nuevo León,46,San Nicolás de los Garza,1407,17,121,62,3,3,118,59,115,57,108,54,99,51,95,51,3,NaN,7,3,14,5,9,3,4,0,15,10,31,30,14,95.16,22,76,23,28,11,17,121,39
19,Nuevo León,46,San Nicolás de los Garza,1407,18,171,80,9,6,159,72,152,66,135,58,123,54,115,53,8,6,16,8,25,12,12,4,8,NaN,16,8,32,27,14,113.75,45,110,13,40,10,30,171,40
19,Nuevo León,46,San Nicolás de los Garza,1407,19,147,81,5,3,142,78,136,75,123,66,118,62,105,55,8,5,11,7,13,9,5,4,13,7,16,8,40,23,13,81.48,29,106,12,30,12,18,147,48
19,Nuevo León,46,San Nicolás de los Garza,1407,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1407,21,55,25,NaN,0,54,25,52,24,45,21,41,19,39,18,NaN,NaN,7,3,8,4,4,NaN,NaN,NaN,5,0,8,16,9,120,14,29,12,13,3,10,55,10
19,Nuevo León,46,San Nicolás de los Garza,1407,22,204,92,17,8,187,84,177,80,158,74,146,71,139,67,11,4,18,6,24,7,12,3,7,4,25,9,48,17,6,121.74,58,138,8,47,9,38,204,47
19,Nuevo León,46,San Nicolás de los Garza,1407,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1407,24,169,93,9,8,160,85,152,80,131,69,123,66,115,61,13,9,16,7,20,8,8,3,8,5,19,12,45,29,15,81.72,46,104,19,40,18,22,169,78
19,Nuevo León,46,San Nicolás de los Garza,1407,25,72,33,7,5,65,28,64,28,59,27,57,26,53,24,3,NaN,3,0,5,NaN,NaN,NaN,4,NaN,11,5,15,15,8,118.18,15,50,7,13,NaN,11,72,6
19,Nuevo León,46,San Nicolás de los Garza,1407,26,70,32,NaN,NaN,68,30,66,28,57,23,54,21,53,21,4,3,7,4,10,6,3,NaN,NaN,0,3,0,13,13,5,118.75,16,48,6,19,5,14,70,19
19,Nuevo León,46,San Nicolás de los Garza,1407,27,85,45,7,3,78,42,74,39,65,34,61,31,60,30,4,3,9,5,9,6,4,3,NaN,NaN,4,NaN,17,14,9,88.89,24,53,8,22,6,16,85,21
19,Nuevo León,46,San Nicolás de los Garza,1407,28,47,20,NaN,0,45,20,44,19,39,16,38,15,37,15,NaN,NaN,5,3,5,3,NaN,NaN,NaN,0,7,3,9,6,3,135,9,34,4,14,NaN,12,47,7
19,Nuevo León,46,San Nicolás de los Garza,1407,29,118,59,0,0,118,59,116,58,103,54,95,50,90,48,5,3,10,NaN,14,5,8,4,5,NaN,5,NaN,29,27,14,100,23,80,15,31,4,27,118,13
19,Nuevo León,46,San Nicolás de los Garza,1407,30,79,36,4,NaN,75,35,74,34,64,27,59,26,58,26,NaN,NaN,10,7,10,5,5,NaN,NaN,0,7,NaN,14,12,6,119.44,20,50,9,17,3,14,79,15
19,Nuevo León,46,San Nicolás de los Garza,1407,31,72,32,4,NaN,68,31,64,30,59,28,57,27,56,27,4,NaN,5,NaN,5,NaN,NaN,NaN,NaN,0,NaN,NaN,11,17,10,125,15,49,8,21,6,15,72,18
19,Nuevo León,46,San Nicolás de los Garza,1407,32,77,39,3,NaN,74,37,72,36,65,31,63,31,61,31,5,3,4,3,4,NaN,NaN,0,NaN,0,11,9,17,12,9,97.44,14,55,8,20,5,15,77,12
19,Nuevo León,46,San Nicolás de los Garza,1407,35,99,52,5,4,94,48,93,48,85,43,82,41,76,38,NaN,NaN,7,4,8,5,3,NaN,6,3,9,NaN,24,22,9,90.38,17,76,6,25,4,21,99,15
19,Nuevo León,46,San Nicolás de los Garza,1407,36,82,45,3,NaN,79,44,78,43,72,41,69,39,66,37,3,NaN,4,NaN,7,3,3,NaN,3,NaN,12,5,22,18,7,82.22,13,61,8,20,8,12,82,29
19,Nuevo León,46,San Nicolás de los Garza,1407,37,86,44,NaN,NaN,85,43,83,41,82,40,78,39,74,37,NaN,NaN,NaN,NaN,4,NaN,4,NaN,4,NaN,10,4,20,22,9,95.45,8,67,11,26,3,23,86,9
19,Nuevo León,46,San Nicolás de los Garza,1407,38,93,42,3,NaN,90,41,89,40,80,36,78,35,72,34,NaN,NaN,8,3,10,4,NaN,NaN,6,NaN,5,NaN,15,25,11,121.43,15,64,14,28,4,24,93,8
19,Nuevo León,46,San Nicolás de los Garza,1407,39,114,48,4,NaN,110,47,108,47,96,44,91,44,89,44,NaN,0,12,3,11,NaN,5,0,NaN,0,9,4,24,20,11,137.5,23,78,13,27,7,20,114,25
19,Nuevo León,46,San Nicolás de los Garza,1407,40,93,45,3,NaN,90,43,86,40,80,37,76,36,74,36,6,4,4,NaN,6,NaN,4,NaN,NaN,0,15,11,25,13,6,106.67,17,66,10,27,7,20,93,21
19,Nuevo León,46,San Nicolás de los Garza,1407,42,23,14,0,0,23,14,23,14,19,12,19,12,18,12,0,0,4,NaN,3,NaN,0,0,NaN,0,NaN,NaN,8,NaN,NaN,64.29,4,18,NaN,7,NaN,5,23,8
19,Nuevo León,46,San Nicolás de los Garza,1426,1,107,52,6,4,101,48,99,47,88,42,79,38,73,37,3,NaN,10,4,17,7,9,4,6,NaN,5,NaN,22,23,12,105.77,28,61,18,25,11,14,107,46
19,Nuevo León,46,San Nicolás de los Garza,1426,2,104,48,6,3,98,45,97,45,88,41,85,41,84,41,3,NaN,7,3,8,NaN,3,0,NaN,0,15,7,22,19,9,116.67,19,70,15,27,12,15,104,46
19,Nuevo León,46,San Nicolás de los Garza,1426,3,91,51,6,4,85,47,79,44,73,42,70,40,62,35,6,3,6,NaN,7,4,3,NaN,8,5,7,4,24,21,12,78.43,21,53,17,20,8,12,91,36
19,Nuevo León,46,San Nicolás de los Garza,1426,4,37,19,NaN,0,36,19,36,19,33,17,32,17,31,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0,4,4,9,10,6,94.74,5,30,NaN,11,4,7,37,16
19,Nuevo León,46,San Nicolás de los Garza,1426,5,110,48,4,0,106,48,104,47,96,41,91,40,88,39,NaN,NaN,8,6,11,5,5,NaN,3,NaN,13,5,24,24,13,129.17,19,76,15,30,8,22,110,27
19,Nuevo León,46,San Nicolás de los Garza,1426,6,53,28,3,NaN,50,26,47,25,44,23,42,22,41,21,3,NaN,3,NaN,5,3,NaN,NaN,NaN,NaN,NaN,0,10,14,8,89.29,11,33,9,15,4,11,53,12
19,Nuevo León,46,San Nicolás de los Garza,1426,7,133,67,7,NaN,126,66,122,64,111,59,102,52,95,48,5,3,10,4,16,10,9,7,7,4,7,3,32,25,13,98.51,31,88,14,31,5,26,133,29
19,Nuevo León,46,San Nicolás de los Garza,1426,8,126,66,6,3,120,63,116,60,101,51,94,50,87,47,5,4,14,8,18,7,7,NaN,7,3,15,10,34,23,11,90.91,32,77,17,31,13,18,126,62
19,Nuevo León,46,San Nicolás de los Garza,1426,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1426,10,142,78,6,3,136,75,130,72,119,69,115,67,108,61,6,3,11,3,10,4,4,NaN,7,6,16,8,38,34,23,82.05,27,87,28,33,14,19,142,55
19,Nuevo León,46,San Nicolás de los Garza,1426,11,121,60,4,3,117,57,113,56,100,49,99,49,97,47,5,NaN,12,7,7,3,NaN,0,NaN,NaN,20,9,31,22,10,101.67,22,86,13,30,9,21,121,42
19,Nuevo León,46,San Nicolás de los Garza,1426,12,75,42,7,3,68,39,66,38,61,35,56,30,52,29,NaN,NaN,5,3,9,7,5,5,4,NaN,6,4,20,13,7,78.57,19,48,8,20,6,14,75,13
19,Nuevo León,46,San Nicolás de los Garza,1426,13,129,69,NaN,0,127,69,121,67,109,60,102,58,95,53,6,NaN,12,7,16,8,7,NaN,7,5,11,3,33,31,19,86.96,27,84,18,30,14,16,129,61
19,Nuevo León,46,San Nicolás de los Garza,1426,14,125,65,4,3,121,62,114,57,94,49,92,49,91,49,9,7,18,6,12,5,NaN,0,NaN,0,13,10,29,25,13,92.31,33,78,14,29,12,17,125,59
19,Nuevo León,46,San Nicolás de los Garza,1426,15,152,72,4,NaN,148,70,139,65,118,57,114,55,108,51,11,5,19,8,17,8,4,NaN,6,4,17,8,36,24,10,111.11,38,105,9,33,6,27,152,23
19,Nuevo León,46,San Nicolás de los Garza,1426,16,106,46,3,NaN,103,44,101,44,93,40,87,38,83,37,NaN,0,8,4,10,4,6,NaN,4,NaN,8,NaN,17,28,14,130.43,19,70,17,25,7,18,106,32
19,Nuevo León,46,San Nicolás de los Garza,1426,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,1426,18,104,58,3,3,101,55,97,53,83,44,77,41,76,41,7,4,11,7,15,8,6,3,NaN,0,7,5,22,25,14,79.31,27,60,17,25,7,18,104,24
19,Nuevo León,46,San Nicolás de los Garza,1426,19,138,63,5,NaN,133,61,124,55,109,49,103,47,97,44,12,8,12,4,15,5,6,NaN,6,3,16,9,35,15,4,119.05,35,98,5,30,5,25,138,21
19,Nuevo León,46,San Nicolás de los Garza,1426,20,162,88,7,4,155,84,152,82,140,78,132,73,123,67,7,4,8,NaN,12,5,8,5,9,6,20,12,46,39,20,84.09,30,107,25,34,7,27,162,19
