CEF,NE,CM,NM,AGEB,CMZ,PT,PF,P_0_2,PF_0_2,P_3_MAS,PF_3_MAS,P_5_MAS,PF_5_MAS,P_12_MAS,PF_12_MAS,P_15_MAS,PF_15_MAS,P_18_MAS,PF_18_MAS,P_3_5,PF_3_5,P_6_11,PF_6_11,P_8_14,PF_8_14,P_12_14,PF_12_14,P_15_17,PF_15_17,P_18_24,PF_18_24,PF_15_49,P_60_MAS,PF_60_MAS,RMF,P_0_14,P_15_64,P_65_100,THC,HCRF,HCRM,PHC,PHCRF
19,Nuevo León,46,San Nicolás de los Garza,466,23,37,19,NaN,NaN,36,18,35,17,34,17,34,17,31,14,NaN,NaN,NaN,0,0,0,0,0,3,3,3,NaN,10,8,4,94.74,3,28,6,11,NaN,9,37,6
19,Nuevo León,46,San Nicolás de los Garza,466,24,49,25,NaN,0,47,25,46,24,41,20,37,17,33,15,NaN,NaN,4,4,8,7,4,3,4,NaN,4,0,10,5,3,96,12,33,4,11,NaN,10,49,4
19,Nuevo León,46,San Nicolás de los Garza,466,25,93,47,0,0,93,47,92,46,90,45,89,45,85,43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4,NaN,13,6,22,20,8,97.87,4,81,8,28,10,18,93,33
19,Nuevo León,46,San Nicolás de los Garza,466,26,19,10,0,0,19,10,19,10,19,10,19,10,19,10,0,0,0,0,0,0,0,0,0,0,NaN,0,6,5,3,90,0,18,NaN,6,4,NaN,19,11
19,Nuevo León,46,San Nicolás de los Garza,466,27,29,15,0,0,29,15,25,13,24,13,24,13,24,13,4,NaN,NaN,0,NaN,0,0,0,0,0,3,NaN,9,5,NaN,93.33,5,20,4,9,7,NaN,29,23
19,Nuevo León,46,San Nicolás de los Garza,466,28,69,38,NaN,0,67,38,67,38,62,36,60,34,58,32,0,0,5,NaN,6,4,NaN,NaN,NaN,NaN,4,NaN,18,14,7,81.58,9,55,5,23,17,6,69,49
19,Nuevo León,46,San Nicolás de los Garza,466,29,156,81,6,4,150,77,149,76,142,72,140,70,136,69,NaN,NaN,6,3,7,4,NaN,NaN,4,NaN,18,10,36,27,13,92.59,16,128,12,47,18,29,156,54
19,Nuevo León,46,San Nicolás de los Garza,466,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,466,31,28,10,NaN,NaN,27,9,25,9,21,8,21,8,20,8,3,0,3,NaN,NaN,NaN,0,0,NaN,0,7,NaN,8,0,0,180,7,21,0,10,NaN,9,28,NaN
19,Nuevo León,46,San Nicolás de los Garza,466,32,56,27,3,0,53,27,52,27,44,22,39,19,36,18,3,NaN,6,3,9,6,5,3,3,NaN,5,NaN,16,3,NaN,107.41,17,36,3,18,5,13,56,14
19,Nuevo León,46,San Nicolás de los Garza,466,33,43,22,NaN,0,42,22,41,22,35,19,33,19,31,18,3,NaN,4,NaN,6,NaN,NaN,0,NaN,NaN,10,7,16,NaN,NaN,95.45,10,33,0,13,3,10,43,10
19,Nuevo León,46,San Nicolás de los Garza,466,34,29,16,0,0,29,16,29,16,28,16,25,15,23,14,0,0,NaN,0,4,NaN,3,NaN,NaN,NaN,9,6,10,NaN,NaN,81.25,4,23,NaN,7,4,3,29,15
19,Nuevo León,46,San Nicolás de los Garza,466,35,24,15,NaN,NaN,22,13,21,12,15,9,13,8,12,7,NaN,NaN,6,3,7,4,NaN,NaN,NaN,NaN,NaN,NaN,8,0,0,60,11,13,0,6,NaN,5,24,5
19,Nuevo León,46,San Nicolás de los Garza,466,36,14,5,NaN,0,12,5,12,5,10,4,10,4,9,4,0,0,NaN,NaN,NaN,NaN,0,0,NaN,0,3,NaN,4,0,0,180,4,10,0,3,0,3,14,0
19,Nuevo León,46,San Nicolás de los Garza,466,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,466,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,485,1,36,21,0,0,36,21,36,21,34,20,32,19,32,19,0,0,NaN,NaN,3,NaN,NaN,NaN,0,0,5,5,10,12,6,71.43,4,24,8,11,NaN,10,36,NaN
19,Nuevo León,46,San Nicolás de los Garza,485,2,62,32,NaN,NaN,60,31,59,31,54,27,52,26,51,26,NaN,NaN,4,3,5,3,NaN,NaN,NaN,0,4,NaN,15,19,9,93.75,10,37,15,21,NaN,20,62,NaN
19,Nuevo León,46,San Nicolás de los Garza,485,3,81,41,NaN,0,80,41,80,41,73,38,69,36,64,33,NaN,NaN,6,NaN,7,3,4,NaN,5,3,8,6,20,21,12,97.56,12,53,16,25,7,18,81,27
19,Nuevo León,46,San Nicolás de los Garza,485,4,130,67,6,4,124,63,123,63,114,60,112,58,111,58,NaN,0,8,3,6,4,NaN,NaN,NaN,0,15,9,30,39,20,94.03,18,83,29,41,13,28,130,40
19,Nuevo León,46,San Nicolás de los Garza,485,5,128,63,NaN,NaN,126,62,123,59,113,53,108,52,104,51,5,4,8,5,11,5,5,NaN,4,NaN,8,4,24,44,24,103.17,20,73,35,47,7,40,128,12
19,Nuevo León,46,San Nicolás de los Garza,485,6,92,46,NaN,NaN,91,45,88,45,83,42,79,41,76,40,4,NaN,4,NaN,7,NaN,4,NaN,3,NaN,12,8,25,26,14,100,13,62,17,30,5,25,92,10
19,Nuevo León,46,San Nicolás de los Garza,485,7,47,24,0,0,47,24,47,24,47,24,46,24,44,22,0,0,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,10,24,11,95.83,NaN,33,13,15,NaN,14,47,NaN
19,Nuevo León,46,San Nicolás de los Garza,485,8,69,42,NaN,NaN,67,41,67,41,65,39,64,39,64,39,0,0,NaN,NaN,3,NaN,NaN,0,0,0,6,3,13,29,17,64.29,5,42,22,27,11,16,69,31
19,Nuevo León,46,San Nicolás de los Garza,485,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,485,10,38,20,0,0,38,20,38,20,37,19,37,19,36,19,0,0,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,0,4,26,15,90,NaN,18,19,14,3,11,38,7
19,Nuevo León,46,San Nicolás de los Garza,485,12,41,21,0,0,41,21,41,21,41,21,41,21,40,21,0,0,0,0,0,0,0,0,NaN,0,7,NaN,11,11,6,95.24,0,31,10,12,3,9,41,11
19,Nuevo León,46,San Nicolás de los Garza,485,13,108,53,NaN,NaN,106,51,103,50,93,47,92,46,88,46,5,NaN,8,NaN,6,NaN,NaN,NaN,4,0,12,6,23,31,17,103.77,16,68,24,31,5,26,108,9
19,Nuevo León,46,San Nicolás de los Garza,485,14,36,21,0,0,36,21,36,21,35,20,35,20,34,19,NaN,NaN,0,0,0,0,0,0,NaN,NaN,4,3,9,17,8,71.43,NaN,21,14,13,NaN,12,36,NaN
19,Nuevo León,46,San Nicolás de los Garza,485,15,87,48,NaN,NaN,86,47,83,45,81,44,78,43,74,39,3,NaN,NaN,NaN,4,NaN,3,NaN,4,4,9,4,21,32,17,81.25,9,52,26,31,18,13,87,46
19,Nuevo León,46,San Nicolás de los Garza,485,16,86,42,0,0,86,42,85,42,80,40,77,39,75,39,NaN,0,4,NaN,5,NaN,3,NaN,NaN,0,15,7,23,16,10,104.76,9,64,13,27,6,21,86,16
19,Nuevo León,46,San Nicolás de los Garza,485,17,82,41,NaN,0,81,41,80,41,69,36,66,35,66,35,3,NaN,9,4,11,5,3,NaN,0,0,8,4,14,25,15,100,16,44,22,30,11,19,82,23
19,Nuevo León,46,San Nicolás de los Garza,485,18,91,45,NaN,NaN,89,44,87,43,75,39,69,36,67,35,4,NaN,10,3,12,5,6,3,NaN,NaN,6,5,19,24,13,102.22,22,50,19,27,8,19,91,28
19,Nuevo León,46,San Nicolás de los Garza,485,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,485,20,94,49,3,NaN,91,47,90,47,85,42,82,42,78,41,NaN,0,5,5,7,4,3,0,4,NaN,10,5,21,27,15,91.84,12,66,16,27,10,17,94,27
19,Nuevo León,46,San Nicolás de los Garza,485,21,115,54,5,NaN,110,52,105,52,93,50,91,50,90,50,5,0,12,NaN,10,NaN,NaN,0,NaN,0,8,NaN,24,31,18,112.96,24,68,23,36,12,24,115,32
19,Nuevo León,46,San Nicolás de los Garza,485,22,141,87,3,3,138,84,135,81,126,74,122,73,117,69,6,6,6,4,9,4,4,NaN,5,4,17,10,41,38,23,62.07,19,96,26,43,15,28,141,46
19,Nuevo León,46,San Nicolás de los Garza,485,23,100,53,NaN,NaN,99,52,99,52,94,49,92,48,87,46,NaN,NaN,4,NaN,5,NaN,NaN,NaN,5,NaN,9,6,19,39,23,88.68,8,62,30,31,9,22,100,29
19,Nuevo León,46,San Nicolás de los Garza,485,24,94,44,NaN,NaN,92,43,92,43,90,42,86,41,81,40,NaN,NaN,NaN,0,5,NaN,4,NaN,5,NaN,14,7,23,22,11,113.64,8,71,15,24,4,20,94,11
19,Nuevo León,46,San Nicolás de los Garza,485,25,60,28,0,0,60,28,59,27,54,26,53,26,52,25,3,NaN,3,0,3,0,NaN,0,NaN,NaN,10,3,12,22,12,114.29,7,38,15,18,5,13,60,17
19,Nuevo León,46,San Nicolás de los Garza,485,26,39,22,NaN,NaN,38,21,38,21,36,19,36,19,35,18,0,0,NaN,NaN,NaN,NaN,0,0,NaN,NaN,8,3,9,14,8,77.27,3,26,10,12,4,8,39,11
19,Nuevo León,46,San Nicolás de los Garza,485,27,133,69,4,3,129,66,126,66,117,63,114,61,108,59,5,NaN,7,NaN,8,4,3,NaN,6,NaN,15,9,35,40,23,92.75,19,88,26,41,11,30,133,19
19,Nuevo León,46,San Nicolás de los Garza,485,28,128,67,NaN,0,127,67,125,65,119,62,114,60,105,56,4,3,4,NaN,9,4,5,NaN,9,4,15,8,31,31,18,91.04,14,87,27,42,12,30,128,28
19,Nuevo León,46,San Nicolás de los Garza,485,29,119,66,3,NaN,116,64,114,63,107,59,102,57,97,55,3,NaN,6,4,10,5,5,NaN,5,NaN,17,8,26,31,20,80.3,17,73,29,37,15,22,119,40
19,Nuevo León,46,San Nicolás de los Garza,485,30,146,79,3,NaN,143,77,141,76,136,74,130,71,127,70,3,NaN,4,NaN,8,4,6,3,3,NaN,16,9,31,50,27,84.81,16,94,36,49,14,35,146,39
19,Nuevo León,46,San Nicolás de los Garza,485,31,39,20,NaN,NaN,38,19,38,19,38,19,35,17,33,16,0,0,0,0,3,NaN,3,NaN,NaN,NaN,6,NaN,7,16,9,95,4,21,14,14,5,9,39,16
19,Nuevo León,46,San Nicolás de los Garza,485,32,102,56,0,0,102,56,97,52,90,46,90,46,87,44,5,4,7,6,5,5,0,0,3,NaN,9,4,21,37,23,82.14,12,60,30,34,18,16,102,51
19,Nuevo León,46,San Nicolás de los Garza,485,33,61,33,NaN,0,60,33,59,33,57,33,53,30,53,30,NaN,0,NaN,0,5,3,4,3,0,0,5,5,17,22,10,84.85,8,33,20,27,8,19,61,15
19,Nuevo León,46,San Nicolás de los Garza,485,34,108,54,3,NaN,105,53,103,52,94,49,94,49,91,48,3,NaN,8,3,4,NaN,0,0,3,NaN,7,4,23,36,22,100,14,65,29,38,11,27,108,32
19,Nuevo León,46,San Nicolás de los Garza,485,35,22,11,0,0,22,11,21,11,20,10,20,10,20,10,NaN,NaN,0,0,0,0,0,0,0,0,0,0,5,6,3,100,NaN,15,5,7,0,7,22,0
19,Nuevo León,46,San Nicolás de los Garza,485,36,47,26,3,NaN,44,24,43,24,41,22,41,22,40,21,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,5,3,11,14,8,80.77,6,30,11,15,3,12,47,7
19,Nuevo León,46,San Nicolás de los Garza,485,37,26,9,0,0,26,9,26,9,25,8,24,7,24,7,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0,0,7,0,3,6,NaN,188.89,NaN,19,5,7,0,7,25,0
19,Nuevo León,46,San Nicolás de los Garza,485,38,12,7,NaN,NaN,11,6,10,6,10,6,10,6,10,6,NaN,0,0,0,0,0,0,0,0,0,0,0,NaN,4,3,71.43,NaN,8,NaN,6,3,3,12,4
19,Nuevo León,46,San Nicolás de los Garza,485,39,70,37,NaN,NaN,69,36,67,35,64,34,63,33,61,31,NaN,NaN,3,NaN,4,NaN,NaN,NaN,NaN,NaN,7,3,9,29,17,89.19,7,40,23,27,9,18,70,16
19,Nuevo León,46,San Nicolás de los Garza,485,40,44,26,0,0,44,26,44,26,43,25,42,24,40,24,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6,4,10,17,10,69.23,NaN,30,12,16,5,11,44,10
19,Nuevo León,46,San Nicolás de los Garza,485,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,485,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,485,43,139,78,NaN,NaN,138,77,135,75,127,70,125,68,122,66,5,4,6,3,6,3,NaN,NaN,3,NaN,14,6,33,53,33,78.21,14,88,37,47,14,33,139,37
19,Nuevo León,46,San Nicolás de los Garza,485,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,485,45,27,12,0,0,27,12,27,12,27,12,27,12,26,11,0,0,0,0,0,0,0,0,NaN,NaN,NaN,0,5,11,4,125,0,19,8,10,NaN,9,27,3
19,Nuevo León,46,San Nicolás de los Garza,485,46,35,19,NaN,NaN,34,18,34,18,33,17,33,17,32,17,0,0,NaN,NaN,0,0,0,0,NaN,0,4,3,9,8,4,84.21,NaN,26,7,11,NaN,9,35,8
19,Nuevo León,46,San Nicolás de los Garza,485,47,35,19,NaN,NaN,34,18,34,18,28,15,26,14,24,14,0,0,6,3,6,4,NaN,NaN,NaN,0,4,NaN,9,4,NaN,84.21,9,23,3,11,4,7,35,10
19,Nuevo León,46,San Nicolás de los Garza,049A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,049A,2,60,33,0,0,60,33,60,33,58,33,56,31,55,30,0,0,NaN,0,4,NaN,NaN,NaN,NaN,NaN,7,4,11,34,19,81.82,4,26,30,23,4,19,60,9
19,Nuevo León,46,San Nicolás de los Garza,049A,3,66,30,0,0,66,30,64,28,64,28,64,28,62,28,NaN,NaN,0,0,0,0,0,0,NaN,0,6,NaN,4,36,20,120,NaN,37,27,26,7,19,66,15
19,Nuevo León,46,San Nicolás de los Garza,049A,4,110,50,NaN,0,109,50,108,50,103,47,101,45,98,44,NaN,NaN,4,NaN,5,3,NaN,NaN,3,NaN,14,4,20,35,16,120,9,75,26,37,7,30,110,20
19,Nuevo León,46,San Nicolás de los Garza,049A,5,69,31,3,NaN,66,30,66,30,61,26,59,25,58,24,NaN,NaN,4,3,4,NaN,NaN,NaN,NaN,NaN,3,NaN,10,28,12,122.58,10,37,22,27,4,23,69,8
19,Nuevo León,46,San Nicolás de los Garza,049A,6,81,38,NaN,0,80,38,79,38,75,36,75,36,72,36,NaN,0,4,NaN,NaN,0,0,0,3,0,5,4,16,33,18,113.16,6,52,23,31,5,26,81,12
19,Nuevo León,46,San Nicolás de los Garza,049A,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,049A,10,109,62,0,0,109,62,109,62,103,59,102,59,100,59,NaN,0,5,3,5,3,NaN,0,NaN,0,12,8,25,44,24,75.81,7,66,36,38,9,29,109,24
19,Nuevo León,46,San Nicolás de los Garza,049A,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,049A,12,123,69,3,NaN,120,67,120,67,112,61,109,60,104,57,NaN,NaN,6,4,8,4,3,NaN,5,3,9,5,28,50,28,78.26,14,69,40,46,15,31,123,34
19,Nuevo León,46,San Nicolás de los Garza,049A,19,147,79,3,NaN,144,77,139,75,131,71,127,67,124,65,5,NaN,8,4,10,8,4,4,3,NaN,11,4,30,56,33,86.08,20,91,36,51,15,36,147,37
19,Nuevo León,46,San Nicolás de los Garza,049A,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,049A,22,110,62,NaN,NaN,108,61,106,60,97,53,93,51,91,51,NaN,NaN,9,7,9,7,4,NaN,NaN,0,9,8,27,41,22,77.42,17,59,34,39,10,29,110,24
19,Nuevo León,46,San Nicolás de los Garza,049A,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,049A,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,049A,28,231,110,8,3,223,107,217,105,202,94,197,92,191,90,9,5,12,8,12,7,5,NaN,6,NaN,36,15,57,30,15,110,34,177,20,85,23,62,231,56
19,Nuevo León,46,San Nicolás de los Garza,049A,29,107,45,3,NaN,104,44,102,43,91,38,87,38,84,37,5,3,8,3,9,NaN,4,0,3,NaN,22,5,25,19,12,137.78,20,72,15,40,11,29,107,21
19,Nuevo León,46,San Nicolás de los Garza,049A,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,049A,31,130,61,0,0,130,61,130,61,124,57,121,56,117,53,0,0,6,4,7,5,3,NaN,4,3,39,18,41,11,4,113.11,9,116,5,58,19,39,130,43
19,Nuevo León,46,San Nicolás de los Garza,049A,32,159,77,4,3,155,74,154,73,148,70,143,67,136,63,NaN,NaN,5,NaN,10,5,5,3,7,4,47,19,56,9,7,106.49,16,138,5,67,23,44,159,52
19,Nuevo León,46,San Nicolás de los Garza,049A,33,209,86,6,3,203,83,198,82,193,78,193,78,191,77,6,NaN,4,4,NaN,NaN,0,0,NaN,NaN,61,19,56,17,9,143.02,16,181,12,88,27,61,209,49
19,Nuevo León,46,San Nicolás de los Garza,049A,34,129,57,NaN,NaN,127,56,124,56,114,51,106,45,101,41,3,0,10,5,16,9,8,6,5,4,22,NaN,30,25,13,126.32,23,88,18,44,12,32,129,30
19,Nuevo León,46,San Nicolás de los Garza,049A,35,106,52,5,4,101,48,98,45,95,44,93,44,92,44,4,4,NaN,0,4,0,NaN,0,NaN,0,28,13,28,9,6,103.85,13,86,7,37,9,28,106,20
19,Nuevo León,46,San Nicolás de los Garza,049A,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,049A,38,71,38,0,0,71,38,70,37,68,36,65,34,58,31,NaN,NaN,NaN,0,3,NaN,3,NaN,7,3,12,7,22,11,4,86.84,6,56,9,22,7,15,71,17
19,Nuevo León,46,San Nicolás de los Garza,049A,39,43,21,0,0,43,21,43,21,43,21,41,19,41,19,0,0,0,0,NaN,NaN,NaN,NaN,0,0,6,NaN,9,10,5,104.76,NaN,33,8,14,NaN,12,43,6
19,Nuevo León,46,San Nicolás de los Garza,049A,41,156,87,3,NaN,153,85,151,83,138,78,134,76,131,75,5,3,10,4,9,5,4,NaN,3,NaN,19,13,49,29,18,79.31,22,113,21,62,24,38,156,48
19,Nuevo León,46,San Nicolás de los Garza,049A,42,166,88,4,4,162,84,158,82,152,80,150,79,146,77,4,NaN,6,NaN,4,3,NaN,NaN,4,NaN,41,22,46,39,20,88.64,16,129,21,59,22,37,166,58
19,Nuevo León,46,San Nicolás de los Garza,049A,43,151,75,6,3,145,72,143,70,137,69,133,68,130,65,3,NaN,5,NaN,8,NaN,4,NaN,3,3,27,13,48,18,9,101.33,18,124,9,61,22,39,151,51
19,Nuevo León,46,San Nicolás de los Garza,049A,44,74,44,4,3,70,41,69,40,67,40,66,39,63,37,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,3,NaN,10,6,21,21,11,68.18,8,54,12,24,7,17,74,17
19,Nuevo León,46,San Nicolás de los Garza,049A,45,99,53,0,0,99,53,99,53,98,52,96,52,94,50,0,0,NaN,NaN,3,NaN,NaN,0,NaN,NaN,20,11,27,21,11,86.79,3,85,11,30,8,22,99,23
19,Nuevo León,46,San Nicolás de los Garza,049A,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,049A,47,121,64,NaN,0,120,64,119,64,109,57,107,56,106,55,3,NaN,8,6,6,4,NaN,NaN,NaN,NaN,9,NaN,23,48,25,89.06,14,72,35,39,6,33,121,16
19,Nuevo León,46,San Nicolás de los Garza,536,1,71,38,4,3,67,35,63,34,51,28,49,27,47,27,6,3,10,4,11,5,NaN,NaN,NaN,0,3,NaN,14,11,6,86.84,22,41,8,18,7,11,71,33
19,Nuevo León,46,San Nicolás de los Garza,536,2,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19,Nuevo León,46,San Nicolás de los Garza,536,3,210,109,11,8,199,101,190,96,164,84,157,82,146,77,11,6,24,11,21,9,7,NaN,11,5,22,11,54,25,11,92.66,53,142,15,58,19,39,210,64
19,Nuevo León,46,San Nicolás de los Garza,536,4,162,77,8,6,154,71,149,71,133,67,128,65,126,64,7,NaN,14,NaN,12,3,5,NaN,NaN,NaN,16,4,32,36,21,110.39,34,97,31,39,15,24,162,50
19,Nuevo León,46,San Nicolás de los Garza,536,5,88,42,3,0,85,42,80,39,72,35,71,34,70,33,6,4,7,3,5,NaN,NaN,NaN,NaN,NaN,13,6,23,12,6,109.52,17,60,11,21,4,17,88,18
19,Nuevo León,46,San Nicolás de los Garza,536,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,536,7,88,45,NaN,NaN,86,44,83,43,78,41,76,40,73,39,5,NaN,3,NaN,3,NaN,NaN,NaN,3,NaN,10,7,21,18,11,95.56,12,62,14,25,10,15,88,34
19,Nuevo León,46,San Nicolás de los Garza,536,8,96,43,6,NaN,90,42,89,41,76,36,73,35,69,32,4,NaN,10,5,10,5,3,NaN,4,3,9,NaN,16,19,11,123.26,23,58,15,24,8,16,96,24
19,Nuevo León,46,San Nicolás de los Garza,536,9,134,69,5,4,129,65,127,64,116,57,112,56,111,56,3,NaN,10,6,13,6,4,NaN,NaN,0,6,NaN,23,37,25,94.2,22,81,31,38,16,22,134,58
19,Nuevo León,46,San Nicolás de los Garza,536,10,93,45,3,3,90,42,90,42,85,42,84,41,79,37,NaN,0,4,0,3,NaN,NaN,NaN,5,4,13,5,19,27,15,106.67,9,62,22,31,11,20,93,31
19,Nuevo León,46,San Nicolás de los Garza,536,11,91,49,4,3,87,46,86,46,80,43,78,41,71,37,4,NaN,3,NaN,5,3,NaN,NaN,7,4,12,6,21,22,12,85.71,13,59,19,28,7,21,91,17
19,Nuevo León,46,San Nicolás de los Garza,536,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Nuevo León,46,San Nicolás de los Garza,536,13,99,45,3,NaN,96,44,93,42,85,38,76,34,73,32,5,3,6,3,13,6,9,4,3,NaN,16,4,23,6,3,120,23,71,5,25,NaN,23,99,5
19,Nuevo León,46,San Nicolás de los Garza,536,14,248,118,7,5,241,113,233,108,216,99,205,92,193,88,11,6,14,8,22,14,11,7,12,4,32,14,52,27,15,110.17,43,188,17,65,14,51,248,54
19,Nuevo León,46,San Nicolás de los Garza,536,15,56,29,3,NaN,53,27,49,23,44,20,43,20,41,19,4,4,5,3,5,3,NaN,0,NaN,NaN,4,0,10,15,8,93.1,13,32,11,15,3,12,56,11
19,Nuevo León,46,San Nicolás de los Garza,536,16,113,60,4,3,109,57,102,54,94,50,88,46,86,46,9,5,6,NaN,11,5,6,4,NaN,0,9,6,30,23,9,88.33,25,75,13,29,8,21,113,27
19,Nuevo León,46,San Nicolás de los Garza,536,17,146,69,3,NaN,143,67,136,64,123,57,118,54,111,54,8,4,12,6,12,7,5,3,7,0,10,4,28,31,18,111.59,28,100,18,39,12,27,146,49
19,Nuevo León,46,San Nicolás de los Garza,536,18,110,55,6,4,104,51,99,50,86,46,81,44,78,43,8,NaN,10,3,13,4,5,NaN,3,NaN,15,10,28,19,11,100,29,67,14,26,10,16,110,42
19,Nuevo León,46,San Nicolás de los Garza,536,19,85,40,3,NaN,82,39,80,37,66,30,62,28,59,26,4,NaN,12,7,12,7,4,NaN,3,NaN,7,3,15,14,8,112.5,23,52,10,19,6,13,85,31
19,Nuevo León,46,San Nicolás de los Garza,536,20,95,45,5,4,90,41,89,40,84,37,82,36,78,34,NaN,NaN,5,3,5,NaN,NaN,NaN,4,NaN,16,9,24,18,10,111.11,13,68,14,20,6,14,95,40
19,Nuevo León,46,San Nicolás de los Garza,536,21,62,32,NaN,0,61,32,60,32,55,30,50,28,48,27,NaN,0,5,NaN,9,4,5,NaN,NaN,NaN,8,5,15,12,7,93.75,12,42,8,15,8,7,62,35
19,Nuevo León,46,San Nicolás de los Garza,536,22,45,22,3,NaN,42,21,41,21,37,20,36,20,34,19,NaN,0,4,NaN,NaN,0,NaN,0,NaN,NaN,9,5,14,5,4,104.55,9,33,3,10,4,6,45,16
19,Nuevo León,46,San Nicolás de los Garza,536,23,18,11,NaN,NaN,17,10,17,10,15,9,13,8,13,8,0,0,NaN,NaN,4,NaN,NaN,NaN,0,0,NaN,NaN,6,5,NaN,63.64,5,10,3,7,NaN,5,18,6
19,Nuevo León,46,San Nicolás de los Garza,536,24,81,42,4,NaN,77,41,73,40,64,33,60,31,60,31,5,NaN,8,7,8,5,4,NaN,0,0,9,4,15,11,7,92.86,21,52,8,23,6,17,81,18
19,Nuevo León,46,San Nicolás de los Garza,536,25,146,73,3,NaN,143,72,137,70,126,66,120,63,115,62,6,NaN,11,4,11,6,6,3,5,NaN,22,13,39,23,13,100,26,110,10,34,10,24,146,38
