"","PC1","PC2","PC3","PC29","PC30"
"1",-11.1366329448053,-1.49892149190337,0.602591226539069,0.0945925218764034,-0.0192105307381416
"2",-11.9639921786134,-1.41995963654733,0.604750079456204,-0.112819496187878,0.0148853426636083
"3",-12.2437514088543,-1.46833316832574,0.55022522306821,-0.121235452249463,0.00238162953125919
"4",-12.2363866681111,-1.39971103549783,1.07139173203586,0.0720845348691733,0.0520940531748018
"5",-11.5046349588814,-1.2431895555032,0.845258086405027,0.0797311222098643,-0.00174584076592355
"6",-11.5010091942633,-1.35940109744952,0.647006545162565,0.0616765345272963,0.00746587891333738
"7",-12.2377831002776,-1.41511927039809,1.01190544823972,0.0832052997892381,0.0150046857135601
"8",-12.2288912870846,-1.45674698502699,0.749804548446843,-0.144712538259541,0.0373953850357832
"9",-11.7027341236963,-1.34980622336888,1.01055383187626,-0.101270089098968,0.00677482277775997
"10",-11.3350406186147,-1.56288546303341,0.544904878160932,0.105202705220755,0.00988401365750723
"11",-11.1423635349974,-1.59573405505491,0.615480533484603,0.125953073750455,-0.0266778317914703
"12",-11.6551746890852,-1.25962137915876,0.655541941192166,0.0573033517894465,0.00562075308421705
"13",-11.3798055936511,-1.58308788600499,0.617939759632065,0.0609622719031346,0.00789850810250169
"14",-11.8130280251282,-1.45353361283783,0.641289494167058,0.0530331149150143,0.0426352984144913
"15",-11.7079631049852,-1.55811163785794,0.956433153730626,0.0863907672792329,0.00696243518015115
"16",-11.4625925648029,-1.54434013464514,0.826816701131875,0.100432662403909,0.0423567352725263
"17",-11.8983628725537,-1.43796358176464,1.1496158279838,0.0897134088833738,0.0395691925712468
"18",-11.4873082737763,-1.34023059274267,0.958647401458857,0.126697285717375,-0.0214373038465947
"19",-11.8153912191491,-1.27178319325495,0.822621504233509,-0.0836324678428539,-0.0276094449056334
"20",-11.133107254962,-1.42165152935346,0.86757721269443,0.118706326174803,-0.0103737908850654
"21",-11.8696006044852,-1.33766384652958,1.20800204274498,0.0473293803434415,0.0631296188531405
"22",-11.4609813172502,-1.65115059253248,0.54311792513328,0.111326611711401,-0.00969896406707439
"23",-11.4688464092613,-1.44484614263,0.959971320918633,0.0851623001034661,0.0227943492608608
"24",-11.4596496369317,-1.33785474752695,0.791060787323587,-0.10272432077791,0.0205063679751147
"25",-11.8695445301632,-1.50679308022734,0.83976764151223,-0.127029430967581,0.00395459520726759
"26",-11.8769198018258,-1.44980617449941,1.16137414848322,0.0897842017674501,0.0186223737279337
"27",-11.7332051532957,-1.58747007518328,0.5352557450946,0.0604856415171795,0.0222489666127489
"28",-11.7178551481408,-1.31658886446483,1.18104485575599,-0.0756359567477442,-0.00397229948700229
"29",-11.8577942997984,-1.24766983228396,0.76261271863151,0.0792876110365437,0.0125428385076189
"30",-11.7301974735764,-1.67887229817035,0.311043252892141,0.0602588259046066,0.00728263473439027
"31",-12.2453447086539,-1.26985767112667,1.22906301314516,0.066417729929088,0.0487030293372996
"32",-10.9658033054784,-1.61751148455021,0.398978369951264,0.0913259915055953,-0.0182392673903983
"33",-11.9788249405848,-1.38685998276624,0.775287479452672,-0.0871456207814929,0.00406408531480051
"34",-12.0434598648085,-1.50861770583366,0.967097603094567,0.0844225650224272,0.0279751915001988
"35",-11.9074764481451,-1.59410097138978,0.364776012319997,-0.127606726101307,-0.00632405733516429
"36",-11.7101108107125,-1.72142013644285,0.51778571650685,0.053888859162629,0.0233913966307601
"37",-11.4651443457617,-1.30910941857662,0.725619698487919,-0.108686440567704,0.0151447116513379
"38",-11.4890330867517,-1.42775565830015,0.694977959439096,0.102700449772594,-0.0176243080331335
"39",-12.223610218452,-1.4863463329259,0.731114946661978,-0.109684913126068,-0.00586064199276382
"40",-11.6440335088516,-1.23943640993924,0.598960067140489,-0.13536335743455,-0.000272064820077696
"41",-11.4665167560555,-1.32452746223713,0.666137279368178,-0.0975623637263756,-0.0219508337335744
"42",-11.8042172793685,-1.59930526764207,0.424332892434152,0.0699929046808649,0.00861570275988709
"43",-11.8986212860192,-1.16527245264618,1.15893472491597,0.0480358540665973,0.043623655195598
"44",-11.6663393070532,-1.53667318429808,1.10052990733199,-0.0779736568920757,0.0199349670815534
"45",-11.1094958951384,-1.62292813145735,0.429192723535284,-0.0684508433751485,-0.0279716532272965
"46",-11.8790195239559,-1.39419543216593,1.24422286587488,0.0882891265471901,0.0589738949026415
"47",-11.5216578934747,-1.50616210757741,1.12870944463941,0.070757536148266,0.0537486651402687
"48",-12.1477575554044,-1.49750318660684,0.458743913619005,-0.114749083425829,-0.00821706963252734
"49",-12.2111052698352,-1.17373916488886,1.32702598269188,0.0479063912805313,0.0532926122935888
"50",-11.1276053908567,-1.75267596452957,0.160901046517417,-0.07543453638475,-0.0220735867129833
"51",-11.8454539370599,-1.29067493555465,0.868877542213213,0.109179774488589,0.0116945897983973
"52",-11.8802112232279,-1.47680269402731,0.763771880714215,-0.0811935507045715,0.00322454808887373
"53",-11.9893189570464,-1.38930579987462,0.299207375254667,-0.118976243771296,-0.0197620421779911
"54",-11.6470456519164,-1.33460550340435,0.701795530215051,-0.0884470641741377,0.0138121863955454
"55",-11.4433023041085,-1.45852656729794,0.648686574162403,-0.104142586474609,-0.0208392933339157
"56",-11.6318372773497,-1.28238266064846,0.705201702663824,-0.105491065510086,-0.00108324598727639
"57",-11.9090812119049,-1.46273622230961,0.622614318944862,-0.120586793385953,0.0213929644313845
"58",-11.4802303604349,-1.58880470622136,0.732484055264827,0.102092091149799,0.0225134003605277
"59",-12.0349411043594,-1.27117658290268,1.34207345688209,-0.0927864288490598,0.0244410252037105
"60",-11.7306242902699,-1.41481868829374,0.972946053087498,0.093178589957667,-0.00740427740575134
"61",-11.8951726651919,-1.56997570902109,0.892032590000995,0.0829120629714094,0.0114444278424468
"62",-11.618042448314,-1.70137165577356,0.203510088731286,-0.102243176849528,-0.0149492651677335
"63",-11.6760167426158,-1.618115432557,0.14252541572587,0.0748523693718247,-0.0240238227942347
"64",-11.3151367363669,-1.68845253109764,0.271358673023559,-0.0705108380799179,-0.0300160440540507
"65",-11.7936133177044,-1.49342506899619,0.541547733124711,-0.114169783480706,-0.0227590437765594
"66",-11.8762731742639,-1.59314174985683,0.565570580264886,-0.0992050834107142,0.0123559547604185
"67",-12.0463075174532,-1.43969924644712,1.14045052527841,-0.0937672079043087,0.0484925759527588
"68",-11.8031478831934,-1.36333629437912,0.699126262000538,-0.119916074531115,-0.0260017974459701
"69",-11.4712104785835,-1.39626521309564,0.737428206557939,-0.0772408298501993,-0.005349178412427
"70",-11.7997471161412,-1.54037489423108,0.301093866997474,-0.128666782733694,-0.0154491331501543
"71",-12.3879758725671,-1.08913458703248,1.38082444161845,-0.139902858063903,0.0395808955216364
"72",-11.9000979098387,-1.20306636354451,1.04855022433727,-0.119293088765281,0.0121471195452624
"73",-11.2834514121099,-1.61240503568978,0.526516420328783,0.0674983195457204,-0.00279285991634205
"74",-11.9876424829538,-1.43255069292251,0.858104696488381,0.0879284627822151,0.0336963221961111
"75",-11.61523588093,-1.38426303150206,1.0353416434474,0.0869344439342981,0.0388370569486451
"76",-11.5783845841164,-1.66296033880787,0.50096422595393,0.0828621281519882,-0.00041138907028538
"77",-11.8601172462883,-1.48371014662073,0.991153651951127,0.0643819039046691,0.0289370413357629
"78",-11.781325336077,-1.41075457504206,0.569435784808474,-0.121640034747668,-0.0214275126721836
"79",-11.4675011843869,-1.44539543320381,0.960187742796746,0.0853477676942203,0.0224483855353143
"80",-11.8149116569952,-1.4051488585084,0.418823673334262,-0.109303776613382,0.0143682122677942
"81",-11.8945595604604,-1.63734148490639,0.471133588135177,-0.097635076538938,-0.00732057621247729
"82",-12.0695634692045,-1.50006509111187,0.610544606495017,-0.100279936029574,-0.000880201744050686
"83",-11.994084269131,-1.08100053854496,0.955116723646544,-0.103172483640728,-0.002659463943963
"84",-11.493577514451,-1.44985627272768,0.513014601113169,0.0772406067107911,0.0136124667233267
"85",-11.5003266706383,-1.58678830213626,0.492339928458615,0.101861032222278,-0.00670437099691957
"86",-11.618645388545,-1.48707862683684,0.712139541514765,0.0740186298544205,0.00563482038491014
"87",-11.7861779982837,-1.18788951537235,1.05144793687185,-0.114426405632376,0.0213176202094285
"88",-11.7317078267565,-1.53824897605695,0.688741649708196,-0.0826742454642179,-0.0133618168819124
"89",-11.4641916913983,-1.36803719181168,1.22513894686455,0.109431764701249,0.0313407267014247
"90",-11.5337726649924,-1.54634298302265,0.542221651804339,-0.128421901200996,-0.00151693046083557
"91",-11.3525821639809,-1.52872633634847,0.932643477405007,-0.0776686622790459,0.00993858002902747
"92",-11.557148269434,-1.53173578497341,0.859267758599537,0.10545786520943,0.0151370719819551
"93",-11.8943909312894,-1.25739656032069,1.05579065610124,-0.102119731071912,-0.00688143253630136
"94",-11.4673898757341,-1.5063598137529,0.760460994505673,0.0946980140718977,0.0237028392204827
"95",-12.0471970497917,-1.45509182739771,0.960174074794973,0.0675207848726623,0.0464971538407836
"96",-11.6272094317843,-1.31685076844223,0.903274320637889,0.0750058413240501,0.0152539592297579
"97",-11.8251445334,-1.52769561991542,0.528305893279095,0.0897532880070114,-0.0205258427627589
"98",-11.2923248291219,-1.54970165447851,0.263203676691582,-0.118788487172508,-0.0248129734880179
"99",-11.7143976483444,-1.55638178914888,0.577864443945633,-0.119319849333812,0.0342708013629661
"100",-11.6464297604453,-1.46831995290871,0.354289324161588,-0.110784279944882,-0.0359011981442291
"101",-11.8531291108588,-1.33974885972805,0.538666889100296,0.0792893179911504,-0.00284977010400234
"102",-11.4986607150932,-1.55428265540729,1.12007966148229,-0.0809018174367502,0.0227965499078554
"103",-11.6547448475881,-1.38366961881751,0.371581012425739,-0.11834083259284,-0.000725995583183876
"104",-11.7463284351658,-1.52957025439606,0.764302976274352,0.0752132327210666,0.0353236837756438
"105",-11.705630543133,-1.29662365154156,1.00376556725049,-0.118055952004512,0.0250805577898784
"106",-11.6931352886383,-1.50103516368279,1.01059133048598,0.061357697643354,0.0319777839485086
"107",-12.1306908194148,-1.31257619665198,0.810054353789911,-0.109114741100895,0.0259645563863664
"108",-11.4668045500769,-1.44567988725096,0.960299818412196,0.0854438134108611,0.0222692257488705
"109",-11.8175807799662,-1.54130735925238,0.653341476849955,0.0846873766721175,0.0217521991594866
"110",-12.3927263794033,-1.44070691555724,0.730873142519721,-0.141254470312711,0.0335453344222055
"111",-11.9060278818522,-1.34011025288662,0.907135625788543,0.0555376195795364,0.0268439141665665
"112",-12.1961877099541,-1.24527029898431,1.04635528608238,-0.144881152075607,0.0322357689534803
"113",-11.3019839673202,-1.60613515251239,0.299385853057537,-0.0778618601813944,-0.028906918201812
"114",-12.0617725717776,-1.30263950164603,0.831131531907597,-0.134091635698091,0.0178856419548444
"115",-11.8240946317617,-1.18972777859409,0.750341909978933,-0.106423505514616,-0.014585053209576
"116",-11.900633247797,-1.17537407734071,1.43581424202203,0.103668131350298,0.0318305906641589
"117",-11.7796503489251,-1.21705662101327,1.1170552067925,-0.108321873228253,0.0264136258153751
"118",-12.2469217763791,-1.23663527588422,1.03148120907324,-0.113658562904587,0.0315812278141152
"119",-11.692020635152,-1.46095493246673,1.04417076879164,0.0681110716909729,0.0448026089207442
"120",-11.3122843820073,-1.62666342834054,0.356102990783033,0.114920766286824,-0.023230327625984
"121",-11.5550231505082,-1.68573142905781,0.550627852101982,-0.0799289772262804,-0.00712156606544923
"122",-12.2344161109561,-1.39099590784898,1.07068194209425,0.0724875381539193,0.0384743834920002
"123",-12.0430823410802,-1.36059557481879,0.978387711726171,-0.129340837520004,-0.00309496361002771
"124",-12.1940877569283,-1.20060407076584,0.683640185978012,0.0620286210944546,0.0115098086650769
"125",-11.8081563468216,-1.36729349487266,0.905465208794547,0.0774638125453099,0.0380129946001981
"126",-11.4518120254771,-1.6909161077896,0.610177002863347,0.117664029713364,0.00783054987694298
"127",-11.7920519561235,-1.27512377997334,1.06328736235303,-0.0829542995447636,0.000774306756299852
"128",-11.4748954209219,-1.34584043888501,0.723163591205263,0.0954852164429204,-0.0167684770513843
"129",-12.0662291907544,-1.41319721249091,0.874472981833233,-0.0760612013601407,-0.00510711844343349
"130",-12.0216534139899,-1.23161995405396,0.743677448027993,0.0827423670621102,0.00869896581771167
"131",-11.673645121154,-1.42470193257537,0.690256913325343,0.0882665766078797,0.0236381559068803
"132",-11.7109527614882,-1.39360296361729,1.01672057369473,-0.0866390974689809,0.0175082320341516
"133",-11.2760052113825,-1.62691002901632,0.56743677198469,0.0915111612395592,-0.00915721304110251
"134",-11.7528832699438,-1.51637048298945,0.639429709112076,0.0804182447490265,-0.00721383094076167
"135",-11.7239077817306,-1.57745539198002,0.755580440883756,-0.0765256069742727,0.00451983871132199
"136",-11.3268113434258,-1.61824557963548,0.552551100946366,0.122723814646789,-0.00979322040945619
"137",-11.6105534479834,-1.35091752591692,0.853901960939027,-0.100514005576685,-0.00961798736673681
"138",-12.2183606739742,-1.42481744631751,1.02121296548551,-0.103115106778403,0.0137568849872673
"139",-11.6359469381068,-1.31274166261763,1.1393494263799,0.106724634551816,0.00963991011296483
"140",-11.9987199107457,-1.06764317016728,0.914648539128836,-0.126797830546741,0.00298207211135203
"141",-12.2153129810859,-1.34712967064781,1.16525033322138,0.071030136605101,0.0579408650600997
"142",-12.084110772345,-1.10188276383521,1.26972084891567,0.053241065678824,0.0351560743425403
"143",-11.8960058184505,-1.54657683133535,0.695597284303302,-0.0971929860442396,0.00724419062730063
"144",-11.9726764032654,-1.12408785863102,1.16207174446297,-0.109360294713215,0.0131095121505307
